matchId,t1Dragons,t2Dragons,t1Rift,t2Rift,topGoldDiff,jgGoldDiff,midGoldDiff,adcGoldDiff,suppGoldDiff,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken
NA1_4249383403,0,1,1,0,-488,-976,425,-713,638,0,0,0,0,0,0
NA1_4258121210,0,1,1,0,-1716,1729,1690,1330,-1062,0,0,0,0,1,0
NA1_4251043925,1,0,1,0,313,1188,243,-1182,376,0,0,0,0,0,0
NA1_4247559084,0,1,0,1,-480,146,-1126,-504,-290,0,0,0,0,0,0
NA1_4247083361,2,0,1,0,1977,957,1293,506,496,0,0,0,0,1,0
NA1_4236046950,1,1,0,1,-1132,-1585,-4986,1180,31,1,0,0,0,0,0
NA1_4251944257,0,1,0,0,-2200,341,-12,774,1442,0,0,0,0,0,0
NA1_4246464643,0,1,0,0,1910,-852,-202,-1335,-1670,0,0,1,1,0,0
NA1_4252177709,0,1,1,0,882,-1235,-3825,270,-285,0,0,0,0,0,0
NA1_4242936153,1,1,1,0,538,-245,78,251,1773,0,0,0,0,0,0
NA1_4249608516,1,1,1,0,2258,-576,552,-345,-53,0,0,0,0,0,0
NA1_4249083465,2,0,1,0,-653,-768,-115,257,938,0,0,0,0,0,0
NA1_4236666981,1,1,1,0,-2073,-1326,-1310,791,-74,0,0,0,0,0,0
NA1_4252749041,2,0,0,0,624,931,232,1232,380,0,0,0,0,0,0
NA1_4250407567,2,0,0,1,809,97,800,3608,2255,0,0,0,1,0,1
NA1_4254674144,1,1,0,1,1257,110,1138,609,-292,0,0,0,0,0,0
NA1_4248372371,0,2,0,1,-1422,-553,-3605,-1675,888,1,1,0,0,0,0
NA1_4254712950,1,0,0,1,970,-912,-219,-2676,298,0,0,1,0,0,0
NA1_4246403707,0,2,0,1,-1549,-2041,-1126,-2162,-1043,1,0,1,0,0,0
NA1_4249431727,0,1,1,0,-2994,513,2733,1543,1733,0,0,0,0,0,1
NA1_4245211414,0,2,0,1,3044,-558,-1125,-702,160,0,0,1,0,0,0
NA1_4248835748,1,0,0,0,584,279,2370,1977,-401,0,0,0,0,0,1
NA1_4241961611,1,1,0,0,-1638,-2264,1808,-311,150,1,0,0,0,0,0
NA1_4258588414,1,1,1,0,825,-501,301,1960,2747,0,0,0,0,0,1
NA1_4244623585,0,1,1,0,29,264,-1299,186,-119,0,0,0,0,0,0
NA1_4260130161,1,0,1,0,1559,1333,205,-1728,-1223,0,0,0,0,0,0
NA1_4235016377,0,2,0,1,-2509,-736,-1176,-2888,-2448,0,2,1,0,0,0
NA1_4248099539,1,0,1,0,-864,-212,-1425,2725,1883,0,0,0,0,0,1
NA1_4246239867,1,1,1,0,159,1549,959,380,509,0,0,0,0,0,0
NA1_4235684290,1,1,0,1,-2774,-750,664,529,62,2,0,0,0,0,0
NA1_4257339152,2,0,0,1,-3628,523,621,-49,-585,1,0,0,0,0,0
NA1_4250811255,1,1,0,0,-2063,-794,-842,-2005,-218,0,0,0,0,0,0
NA1_4256401854,0,2,0,1,-1694,1079,-1858,-467,-938,0,1,0,0,0,0
NA1_4243379400,1,0,0,1,690,146,-3580,-1760,-1734,0,1,1,0,0,0
NA1_4238950530,0,1,1,0,1991,-528,1684,-2546,-923,0,0,1,1,0,0
NA1_4250842411,2,0,0,1,1122,-643,-1221,-14,1125,0,1,0,0,0,0
NA1_4251677051,0,2,1,0,-888,667,744,-822,-1069,0,0,0,0,0,0
NA1_4238511076,0,2,0,1,-2223,-319,-2560,544,767,1,0,0,0,0,0
NA1_4250082565,1,0,0,1,-288,-581,-265,61,-123,0,1,0,0,0,0
NA1_4253813926,1,1,0,1,-947,511,-238,447,698,0,1,0,0,0,0
NA1_4256006585,0,1,0,1,-219,-1013,-420,-188,-367,0,1,0,0,0,0
NA1_4249072595,1,1,1,0,-2482,-1366,-689,-28,1550,1,0,0,0,0,0
NA1_4249844353,1,0,0,1,-1529,-1309,-2089,1481,1856,0,1,0,0,0,0
NA1_4240204480,0,1,0,1,-628,-2224,-2317,-124,1339,0,1,0,0,0,0
NA1_4242060156,0,1,0,1,-1408,-135,-602,-837,-942,0,0,0,0,0,0
NA1_4251554718,0,2,1,0,387,-1509,-1505,-1297,-27,0,1,0,0,0,0
NA1_4247882132,0,1,0,0,556,-709,590,-37,-981,0,0,0,0,0,0
NA1_4258795613,0,1,0,1,1071,-2870,-1001,234,-636,0,1,0,0,0,0
NA1_4242666844,1,0,0,0,-62,-2037,-1176,597,-125,0,0,0,0,0,0
NA1_4258032145,1,1,1,0,1333,654,2574,-1774,-730,0,0,0,1,1,0
NA1_4251398062,1,0,0,1,-97,970,-421,244,-163,0,0,0,0,0,0
NA1_4252116504,1,0,0,1,-1291,816,475,1279,1305,1,0,0,0,0,0
NA1_4255188629,1,1,0,1,486,534,2083,-898,199,0,0,0,0,0,0
NA1_4254871253,0,1,1,0,-890,-1318,1004,-699,-209,0,0,0,0,0,0
NA1_4247818120,1,1,0,0,-1574,-2393,479,-512,575,0,0,0,0,0,0
NA1_4252764917,0,2,1,0,-970,2229,-422,379,564,1,0,0,0,1,0
NA1_4248705823,2,0,0,0,-1045,-1079,1942,-520,751,0,0,0,0,0,0
NA1_4236251313,1,0,0,1,1363,-1424,-1838,-1906,465,0,1,0,0,0,0
NA1_4259860540,1,1,0,1,-515,-361,446,172,272,0,0,0,0,0,0
NA1_4247697828,1,0,1,0,115,1616,1539,-1489,-1634,0,0,0,1,0,0
NA1_4248508410,1,1,0,1,335,-1006,615,-348,-895,0,0,0,0,0,0
NA1_4256226222,0,1,0,0,-509,-1242,-136,-1402,1783,0,0,1,0,0,0
NA1_4252769790,1,0,1,0,-808,1410,297,595,701,0,0,0,0,0,0
NA1_4243720054,2,0,0,0,-541,2027,832,1091,492,0,0,0,0,0,0
NA1_4238467396,0,2,0,1,249,-1071,-1188,-4036,-1520,0,0,0,0,0,0
NA1_4236698176,0,1,1,0,570,-1705,823,-2004,-662,0,0,0,0,0,0
NA1_4245197696,0,1,1,0,-240,-332,1135,-1008,-2249,0,0,2,1,0,0
NA1_4260170959,1,0,0,1,-1730,-358,431,979,397,0,0,0,0,0,0
NA1_4246374107,1,1,0,1,1212,484,-103,-553,760,0,0,0,0,0,0
NA1_4259391899,0,1,1,0,-1253,-1320,-224,-833,-625,1,0,0,0,0,0
NA1_4237662830,1,1,0,1,-2005,-2002,1116,-396,215,1,0,0,0,1,0
NA1_4256969381,1,1,1,0,1925,-584,697,-1066,-704,0,0,0,0,0,0
NA1_4247228411,0,1,1,0,1272,-773,2094,708,61,0,0,0,1,0,0
NA1_4242490890,1,1,0,1,-3582,-244,-1120,3331,1315,1,3,0,0,0,1
NA1_4253604360,0,1,0,1,-1887,1512,2361,483,172,1,0,0,0,1,0
NA1_4245681961,0,1,0,1,1423,733,-1428,-2600,-2798,0,0,1,0,0,0
NA1_4259559818,2,0,1,0,616,-870,2049,-326,673,0,0,0,0,1,0
NA1_4259638328,1,1,1,0,-1093,1585,-2581,-1320,-320,0,1,1,0,0,0
NA1_4247515238,0,1,0,0,-1495,1238,988,-397,-1224,0,0,0,0,0,0
NA1_4236497916,1,1,1,0,861,685,1277,749,581,0,0,0,1,0,0
NA1_4241432605,1,0,1,0,474,-1160,-1300,187,794,0,1,1,0,0,0
NA1_4238786515,1,0,1,0,802,900,2997,883,412,0,0,0,0,1,0
NA1_4249821333,0,2,0,0,-690,-412,365,-63,-7,1,0,0,0,0,0
NA1_4244238486,2,0,0,1,1134,-1834,-1707,1958,-734,0,1,0,1,0,0
NA1_4255884181,1,0,1,0,660,321,377,2828,687,0,0,0,1,0,0
NA1_4237560470,1,1,1,0,718,-256,388,137,-956,0,0,0,1,0,0
NA1_4243490220,1,1,0,1,-1437,-2496,-731,-1237,-335,0,0,0,0,0,0
NA1_4244413204,1,1,0,1,-789,-816,-681,51,-429,1,0,0,0,0,0
NA1_4255620813,2,0,0,1,583,-1291,-1159,1053,1834,1,0,0,1,0,0
NA1_4244087473,1,0,0,0,338,-1135,-950,417,-1503,0,0,0,0,0,0
NA1_4236174518,0,1,1,0,-273,338,-2142,-2059,-1604,0,0,1,0,0,0
NA1_4251962002,2,0,0,1,594,1024,-587,2453,2178,0,0,0,1,0,1
NA1_4247160898,0,1,0,0,-892,-971,-2245,-936,-2188,0,1,0,0,0,0
NA1_4245762290,0,1,1,0,375,1869,-271,1463,1053,0,0,0,1,0,1
NA1_4239045555,2,0,0,1,-2617,-530,-2049,4111,173,1,1,0,0,0,0
NA1_4247177647,1,1,0,0,-4320,181,-1817,-603,-1217,2,0,0,0,0,0
NA1_4257062413,1,0,1,0,1130,12,-306,1460,1381,0,0,0,1,0,0
NA1_4257366452,1,0,1,0,3267,3959,-557,-661,-194,0,0,0,2,0,0
NA1_4252876267,0,0,1,0,2681,-289,914,938,-123,0,0,0,2,1,0
NA1_4241371868,1,0,0,0,-382,1236,1729,-972,-650,0,0,0,0,0,0
NA1_4247823729,1,1,1,0,1228,753,-650,-1,1166,0,0,0,1,0,0
NA1_4242912683,1,0,1,0,123,1648,1129,1309,1517,0,0,0,0,1,1
NA1_4248685094,0,1,0,1,2770,-2555,-612,782,-386,0,0,0,0,0,0
NA1_4249627350,0,2,0,1,-3832,667,236,1315,154,1,0,0,0,0,0
NA1_4253849804,0,2,1,0,-1054,1793,-1288,-1471,-2140,0,0,1,0,0,0
NA1_4254429503,0,2,1,0,632,-1061,-1832,-1181,-24,0,0,0,0,0,0
NA1_4234678037,0,2,0,0,-39,553,1110,-1041,21,0,0,0,0,0,0
NA1_4239763987,1,0,1,0,392,368,971,1162,495,0,0,0,0,0,0
NA1_4256046266,0,1,0,0,78,-286,-1613,569,538,0,0,0,0,0,0
NA1_4236378239,0,2,0,1,3471,-700,-2811,678,2215,0,0,0,1,0,0
NA1_4249760013,1,0,0,1,-858,-420,-1104,695,336,0,0,1,0,0,0
NA1_4242359651,1,0,0,1,-1253,2391,848,197,782,0,0,0,0,0,0
NA1_4247386380,2,0,1,0,2838,2068,-485,4573,359,0,0,0,1,1,1
NA1_4254319883,0,2,0,1,862,-1314,-859,-702,-518,0,0,0,0,0,0
NA1_4234752326,1,0,0,0,122,1338,990,-579,-567,0,0,0,0,0,0
NA1_4247818486,0,2,1,0,1079,-732,-2574,444,704,0,0,1,0,1,0
NA1_4244191525,0,1,0,0,2240,1450,2866,1372,-1084,0,0,0,0,1,0
NA1_4255407650,1,0,1,0,2451,714,367,3204,2729,0,0,0,0,1,1
NA1_4252460140,1,1,1,0,5626,2617,2240,1240,370,0,0,0,2,1,1
NA1_4246618191,1,0,0,1,859,-990,954,-665,-785,0,0,0,0,0,0
NA1_4256043931,0,2,0,0,-1136,-1571,-1330,-996,-466,0,0,1,0,0,0
NA1_4259373109,0,1,0,1,-1208,2827,-261,1126,233,1,0,0,0,0,0
NA1_4255591060,0,2,0,0,2015,-402,-585,-787,-871,0,0,0,1,0,0
NA1_4256789188,0,1,0,1,-171,349,-2354,-452,-217,0,1,0,0,0,0
NA1_4244130350,0,1,0,0,-653,882,-19,-1990,247,0,0,0,0,0,0
NA1_4239816413,0,2,1,0,-2258,5,-497,817,718,1,0,0,0,0,0
NA1_4239373479,0,2,0,0,-284,-691,-558,-2280,-2124,0,0,1,0,0,0
NA1_4236319437,2,0,0,1,696,382,-998,211,681,0,1,0,1,0,0
NA1_4240318654,0,1,0,1,-2932,-836,1154,962,403,1,0,0,0,0,0
NA1_4238632755,1,0,1,0,349,-326,-977,221,356,0,0,0,0,0,0
NA1_4253410818,1,0,1,0,1800,2733,-493,578,-412,0,0,0,0,0,1
NA1_4252124346,0,1,0,1,3444,991,1288,1050,-769,0,0,0,1,1,0
NA1_4235920790,0,0,0,1,-2074,-1030,-2944,690,1447,1,1,0,0,0,0
NA1_4257700885,0,1,0,0,-2853,921,1863,1560,36,1,0,0,0,0,0
NA1_4237926586,1,1,1,0,1369,994,4344,1092,1686,0,0,0,1,1,0
NA1_4257424075,1,1,0,1,-1019,869,2180,-501,528,0,0,0,0,0,0
NA1_4249557221,1,1,1,0,1722,-1585,-1208,-1408,-1491,0,0,0,0,0,0
NA1_4240531011,1,1,0,1,-3070,870,-127,19,-2,1,0,0,0,0,0
NA1_4247240738,1,1,0,0,1192,75,1097,-173,783,0,0,0,0,0,0
NA1_4244980095,0,1,1,0,356,123,3796,-34,-161,0,0,0,0,2,1
NA1_4239230152,1,0,1,0,2505,2378,1573,1203,1015,0,0,0,1,1,0
NA1_4256410870,0,2,0,1,1706,-508,-3032,-1652,-451,0,1,0,0,0,0
NA1_4240263265,2,0,1,0,977,876,772,1228,-75,0,0,0,1,0,0
NA1_4256740955,0,2,0,1,-913,-1392,1212,-1715,397,0,0,0,0,0,0
NA1_4248112918,2,0,1,0,-3049,-734,1888,3108,1549,1,0,0,0,0,1
NA1_4252315543,0,1,1,0,2762,-1858,-1616,231,-507,0,0,0,1,0,0
NA1_4248996903,2,0,1,0,2036,346,166,1776,1103,0,0,0,1,0,0
NA1_4248748344,1,1,0,1,-1031,145,-214,1014,-412,0,0,0,0,0,0
NA1_4250999700,0,1,0,0,-403,73,-736,-989,-717,0,0,0,0,0,0
NA1_4253518569,1,1,1,0,164,2850,-296,-1810,-345,0,0,0,1,0,0
NA1_4256913744,0,1,0,0,-1122,-172,365,-1601,-1579,0,0,0,0,0,0
NA1_4260329548,1,0,0,1,-138,-2035,626,-1972,-1949,1,0,1,0,0,0
NA1_4247278110,0,2,1,0,-611,575,-1116,-1797,-1374,0,0,1,0,0,0
NA1_4253746461,2,0,0,0,-1219,1669,147,827,-1546,0,0,0,0,0,0
NA1_4241789106,0,2,1,0,1477,457,-519,-1670,-141,0,0,0,1,0,0
NA1_4236712873,1,0,1,0,298,-205,-420,-1601,-1112,0,0,1,0,0,0
NA1_4239880723,2,0,1,0,-2317,3093,-441,784,1224,1,0,0,0,0,2
NA1_4243786859,0,1,0,1,227,170,-1241,1096,239,0,0,0,0,0,0
NA1_4249866924,1,0,1,0,-539,-21,-180,-1165,239,0,0,1,1,0,0
NA1_4247471787,0,2,1,0,-664,430,-582,-2083,-1534,0,0,1,0,1,0
NA1_4253839874,1,1,0,0,-89,-484,-172,-639,525,0,0,0,0,0,0
NA1_4243170246,0,2,0,1,-3308,483,-952,-1873,-1280,1,0,1,0,0,0
NA1_4242145409,1,1,0,0,-2419,-1444,-436,-318,1086,1,0,0,0,0,0
NA1_4239859557,1,0,1,0,-426,-143,327,-73,-50,0,0,0,0,0,0
NA1_4240414661,1,1,1,0,5514,-383,-2774,-778,818,0,0,0,1,0,0
NA1_4253897600,2,0,1,0,-362,1418,-617,-927,983,0,0,0,0,1,0
NA1_4242798425,0,2,0,1,-3679,-114,1358,1110,244,2,0,0,0,0,0
NA1_4237052428,0,1,1,0,3185,1017,1531,-121,1519,0,0,0,1,1,0
NA1_4240602171,2,0,1,0,281,-94,356,-260,146,0,0,0,0,0,0
NA1_4257387677,1,0,1,0,780,-1018,1720,72,835,0,0,0,0,1,0
NA1_4247305247,1,0,0,0,-387,714,3498,1856,1389,0,0,0,0,0,1
NA1_4237813485,2,0,1,0,847,1848,173,1584,-845,0,0,0,1,0,0
NA1_4242161053,2,0,1,0,-193,1056,3514,-495,455,0,0,0,0,1,0
NA1_4242272030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1_4258980148,1,1,1,0,231,345,481,393,-927,0,0,0,0,0,0
NA1_4240426905,1,0,1,0,0,0,0,0,0,1,0,0,0,6,0
NA1_4248740720,0,1,1,0,653,-2181,-1531,-3311,-3861,1,1,1,1,0,0
NA1_4243696111,0,0,0,1,-983,-462,1620,641,1060,1,0,0,0,0,1
NA1_4250129121,2,0,0,1,615,792,1890,516,793,0,0,0,0,1,0
NA1_4241706754,0,0,0,0,-1318,-663,1715,-2393,542,0,0,0,0,0,0
NA1_4250174173,0,2,0,1,-1231,-87,613,-2193,-1785,1,0,1,0,0,0
NA1_4258906811,0,0,0,1,-4019,447,3055,1629,237,1,0,0,0,0,0
NA1_4244519795,2,0,1,0,953,681,-1016,2931,2636,0,0,0,1,0,1
NA1_4238945587,1,1,0,1,2325,-1474,-399,-2055,-3194,0,1,0,1,0,0
NA1_4246580126,1,1,1,0,2958,1021,-1268,3076,2567,0,0,0,1,1,1
NA1_4255050620,2,0,1,0,1365,1504,368,2030,607,0,0,0,0,0,2
NA1_4258078296,1,1,1,0,-1018,3444,-98,-1699,-844,1,0,0,0,1,0
NA1_4255589509,0,2,0,0,1381,1969,-842,-1330,-1364,0,0,0,0,0,0
NA1_4238369971,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NA1_4254308265,0,1,1,0,-35,-2512,974,-1303,-248,0,0,1,0,1,0
NA1_4255797464,2,0,0,1,-2352,1996,737,4936,1111,1,0,0,0,0,1
NA1_4254961193,1,0,0,1,470,383,-806,912,1229,0,0,0,0,0,0
NA1_4235948611,0,2,0,1,0,0,0,0,0,4,2,1,0,0,0
NA1_4243915864,1,1,0,1,-544,460,1005,2009,2231,1,0,0,0,0,0
NA1_4248609114,1,1,1,0,1321,-790,-942,-20,1174,0,0,0,1,0,0
NA1_4248973105,1,0,0,1,-182,-2992,-708,-2788,-1669,0,0,1,0,0,0
NA1_4247777007,1,1,0,1,161,-1292,-275,-275,-110,0,0,0,0,0,0
NA1_4250807640,1,0,0,1,-2410,-2384,1140,-990,-274,1,0,0,0,0,0
NA1_4248148138,1,1,1,0,2498,-1341,-1739,-697,-1241,0,0,0,1,0,0
NA1_4256526427,1,0,0,0,1537,-525,349,345,587,0,0,0,0,0,0
NA1_4257987369,2,0,0,1,506,-976,991,224,201,0,0,0,0,0,0
NA1_4234818499,0,1,0,1,-1931,72,-1763,540,-259,0,0,0,0,0,0
NA1_4247997941,1,0,0,1,-222,203,304,1730,1510,0,0,0,0,0,0
NA1_4244132447,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0
NA1_4249739950,2,0,1,0,1501,560,-918,-715,-237,0,0,0,1,0,0
NA1_4253026943,1,0,0,1,-2224,-532,829,920,1228,1,0,0,0,0,0
NA1_4250452291,1,0,0,0,1037,-391,2089,-972,46,0,0,0,0,1,0
NA1_4245431974,1,0,0,1,-2304,-1986,1378,2646,2099,2,0,0,0,0,1
NA1_4245158353,0,1,0,1,-931,-1113,-1558,-1849,193,1,2,0,0,0,0
NA1_4250764283,0,2,1,0,641,-93,-31,3782,1599,0,0,0,1,0,1
NA1_4254302812,1,1,0,1,-1330,-633,1050,1832,1116,0,1,0,0,0,1
NA1_4249895774,1,1,1,0,-622,-706,-538,-2131,-904,0,0,1,0,0,0
NA1_4236830239,1,1,0,1,2394,285,-1462,979,-583,0,1,0,1,0,0
NA1_4239076708,2,0,1,0,940,-533,1456,1882,1379,0,0,0,1,0,0
NA1_4238225740,0,2,0,1,-656,-1049,-733,-3754,-3123,1,1,1,0,0,0
NA1_4251516928,0,2,0,0,-1270,47,94,-1771,-890,0,0,0,0,0,0
NA1_4251539254,1,0,0,0,-157,412,576,1078,1245,0,0,0,0,0,0
NA1_4245033360,0,1,1,0,1147,80,1035,-1137,550,0,0,0,0,0,0
NA1_4243266940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA1_4255610096,0,1,0,1,-1368,-1038,-1244,-1607,-1769,1,0,0,0,0,0
NA1_4239711927,0,2,1,0,-14,939,1030,-5026,-2134,0,0,1,0,0,0
NA1_4244485976,1,1,0,1,-1864,-489,-73,2095,292,1,0,0,0,0,0
NA1_4247181535,2,0,0,1,232,-950,-999,2510,-128,0,1,0,0,0,0
NA1_4239919632,0,1,0,0,-2667,-2526,-66,-18,-1294,1,0,1,0,0,0
NA1_4257823437,0,2,0,1,-1962,-218,206,297,538,1,0,0,0,0,0
NA1_4241046715,1,1,0,0,-568,1317,1740,537,810,0,0,0,0,1,0
NA1_4246403266,1,1,1,0,-1227,-738,-2996,322,249,0,2,0,0,0,0
NA1_4236313177,2,0,0,1,435,2935,449,1750,1463,1,0,0,0,0,0
NA1_4239075152,1,1,0,0,-72,-1982,1841,-1085,-263,0,0,0,0,0,0
NA1_4246578630,1,0,1,0,-1601,1683,1880,1007,282,0,0,0,0,0,0
NA1_4241884567,2,0,0,0,-2071,-633,3184,-2701,-1596,1,0,1,0,1,0
NA1_4249515987,1,0,0,1,1209,234,1959,1636,888,0,0,0,0,0,1
NA1_4236711704,0,2,0,1,1444,-1557,-3500,1851,88,0,1,0,1,0,0
NA1_4258084005,1,1,1,0,803,-858,-846,-4515,-205,0,0,1,1,0,0
NA1_4258583835,1,0,1,0,-217,521,65,2188,60,0,0,0,0,0,0
NA1_4246667450,0,1,1,0,35,2190,-1323,-432,-1451,0,0,0,0,0,0
NA1_4236390846,0,2,0,1,-3311,-2038,-1746,-595,-268,2,2,0,0,0,0
NA1_4254962601,0,1,0,0,-15,-463,319,934,14,0,0,0,0,0,0
NA1_4237067813,1,0,1,0,400,846,-68,1827,391,0,0,0,0,0,1
NA1_4241522068,1,1,0,0,2434,193,2160,2,249,0,0,0,1,0,0
NA1_4244214298,2,0,0,1,-62,-775,-573,-2277,836,0,0,0,0,0,0
NA1_4257772510,1,1,0,1,-1401,-1157,61,2887,1435,0,0,0,0,0,1
NA1_4241807526,1,1,0,1,767,-1047,506,-503,659,1,0,0,0,0,0
NA1_4249261994,1,0,0,1,-1375,1031,730,-1623,101,0,0,0,0,0,0
NA1_4248598971,0,2,0,1,-438,-610,-257,-1119,-616,0,0,0,0,0,0
NA1_4256216702,0,2,1,0,2105,135,1816,-718,-1286,0,0,0,1,1,0
NA1_4251469006,1,0,0,1,-696,-2068,-527,-344,-265,0,1,0,0,0,0
NA1_4254552482,1,0,0,1,2394,-22,-2541,665,-1331,0,1,0,0,0,0
NA1_4253666021,0,1,1,0,401,-973,1036,60,-585,0,0,0,0,0,0
NA1_4245236364,0,1,1,0,163,319,3143,-473,-328,0,0,0,0,0,0
NA1_4253861054,0,2,0,0,1802,1151,428,-677,-984,0,0,0,0,0,0
NA1_4249610029,0,2,1,0,79,1302,1436,223,259,0,0,0,0,1,0
NA1_4258950672,2,0,0,1,405,1391,-602,-960,-207,0,1,0,0,0,0
NA1_4241557296,1,0,0,1,-2448,-637,-2402,34,-15,2,0,0,0,0,0
NA1_4253342567,1,1,0,1,744,-1036,960,-1460,-1440,0,0,0,0,0,0
NA1_4251981685,0,2,0,1,-4121,-954,-132,-1121,-673,1,1,0,0,0,0
NA1_4246523042,1,1,0,0,178,-912,197,-1735,-183,0,0,0,0,0,0
NA1_4247103712,1,1,0,1,-1671,-1347,-2468,-799,-529,1,0,0,0,0,0
NA1_4238541041,1,1,0,1,-735,-178,-332,-604,-509,0,0,0,0,0,0
NA1_4250075726,1,1,0,0,1772,2330,490,-772,-287,0,0,0,0,0,0
NA1_4248941916,0,1,1,0,-3446,-162,-1378,-238,-1352,1,0,0,0,0,0
NA1_4255573585,1,1,1,0,2427,585,428,5,62,0,0,0,2,0,0
NA1_4258642752,1,0,0,0,-1039,-689,-1354,3178,1937,0,0,0,0,0,1
NA1_4242402067,1,0,0,1,-1287,-242,1783,-780,117,1,0,0,0,0,0
NA1_4238942080,1,1,0,1,-79,-421,749,-203,-443,0,0,0,0,0,0
NA1_4240625447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1_4247953746,1,0,1,0,-586,-1149,-547,1085,1691,0,0,0,0,0,0
NA1_4248123498,0,2,0,1,20,-1227,806,-945,53,0,0,1,0,0,0
NA1_4235102699,0,1,1,0,850,-175,-1722,-1307,-779,0,0,0,1,0,0
NA1_4245878508,1,0,0,0,3177,1857,-278,-3333,-863,0,0,0,0,0,0
NA1_4235031223,1,0,1,0,-253,535,-354,3776,2360,0,0,0,0,1,1
NA1_4254303704,0,1,0,0,-3090,1351,-409,-512,-1499,1,0,0,0,0,0
NA1_4256388480,1,0,0,1,712,-983,-56,1716,1579,0,1,0,0,0,1
NA1_4243477117,1,1,1,0,1603,1773,904,-648,320,0,0,0,1,0,0
NA1_4249633006,1,0,1,0,3609,513,932,-1392,-819,0,0,0,2,0,0
NA1_4260342809,1,0,1,0,968,1302,1543,2164,1433,0,0,0,0,1,0
NA1_4242961990,1,1,1,0,-3105,73,-125,-510,-2174,1,0,0,0,0,0
NA1_4237357052,2,0,0,1,-548,333,3449,-22,-640,0,0,0,0,1,0
NA1_4239662841,1,1,0,1,569,-201,-1978,27,594,0,1,0,0,0,0
NA1_4258446844,0,1,0,0,-4755,932,63,-1296,113,2,0,0,0,0,0
NA1_4259124999,2,0,1,0,641,1103,611,-3250,-943,0,0,0,0,0,0
NA1_4254155066,0,1,0,1,124,-1606,-919,-2647,-1684,1,0,1,0,0,0
NA1_4253820340,0,1,1,0,629,162,-1417,1478,392,0,0,0,0,1,0
NA1_4258983936,1,0,1,0,-1222,-1390,-394,91,1855,1,0,0,0,0,0
NA1_4242127278,1,1,0,1,217,987,1346,-2315,116,0,0,0,0,0,0
NA1_4254258447,1,1,0,1,-2614,-1447,-915,909,1012,1,1,0,0,0,0
NA1_4246894364,0,2,0,1,-2789,-1685,-2386,317,-482,1,2,0,0,0,0
NA1_4248153070,1,0,1,0,3567,1358,1806,-2133,783,0,0,0,0,1,0
NA1_4244244993,0,1,1,0,-102,-143,-1543,-463,-411,0,1,0,0,0,0
NA1_4258143861,1,1,0,1,-2575,230,-574,4620,1689,0,0,0,0,0,1
NA1_4258679781,0,2,0,0,921,-1726,-788,1702,349,0,0,0,0,0,0
NA1_4241055501,0,2,0,1,-3026,-1501,-2744,-1768,-3344,1,1,1,0,0,0
NA1_4237395176,0,1,0,0,3530,-1839,850,-1213,-1460,0,0,0,1,0,0
NA1_4237696754,1,1,0,0,-1514,-1203,2560,-36,-866,1,0,0,0,0,0
NA1_4251682176,1,0,1,0,-939,-298,-375,252,-496,0,0,0,0,0,0
NA1_4259591937,0,1,1,0,-100,-579,866,-450,-248,0,0,0,1,0,0
NA1_4253487697,1,1,0,0,276,-443,-2224,1675,-554,0,0,0,0,0,0
NA1_4257182550,0,1,1,0,2357,-2010,141,-3099,-959,0,0,1,2,0,0
NA1_4242919653,2,0,0,0,1722,538,-359,-2922,-1854,0,0,0,1,0,0
NA1_4252482811,2,0,1,0,-2534,-847,413,1626,799,1,0,0,0,0,1
NA1_4258653311,1,1,1,0,706,881,547,1317,796,0,0,0,0,0,0
NA1_4246956501,1,0,1,0,-1235,-347,-1166,2175,322,0,0,0,0,0,0
NA1_4259304569,0,1,1,0,2849,298,2161,-1563,-323,0,0,0,1,2,0
NA1_4250594873,0,2,0,0,993,-328,3086,-482,154,0,0,0,0,0,0
NA1_4246692687,2,0,1,0,-105,486,1871,-520,902,0,0,0,0,0,0
NA1_4241573153,1,0,1,0,3625,-17,-343,772,930,0,0,0,1,0,0
NA1_4255559741,0,2,1,0,931,-1039,527,-158,698,0,0,0,1,0,0
NA1_4234792686,0,1,1,0,734,-2064,504,580,878,0,0,0,0,0,0
NA1_4242412416,1,1,0,0,-2226,-748,-1942,433,-457,1,0,0,0,0,0
NA1_4247060331,1,0,0,0,1537,-1158,-1641,3147,2200,0,0,0,0,0,1
NA1_4238372813,0,2,0,1,-2397,-987,-302,-1976,-1376,1,0,0,0,0,0
NA1_4244289523,0,2,0,0,-1092,460,-13,1346,-230,0,0,0,0,0,0
NA1_4259121565,0,2,1,0,-227,1390,548,-840,-464,0,0,0,0,0,0
NA1_4245300955,0,1,1,0,1021,648,-713,-1378,-1008,0,0,0,0,0,0
NA1_4255009106,0,1,0,0,-102,172,-913,-1255,-321,0,0,0,0,0,0
NA1_4241309520,1,0,1,0,3506,163,515,3100,574,0,0,0,1,0,0
NA1_4246024412,1,1,1,0,-967,851,-460,141,955,0,0,0,0,0,0
