matchId,t1Dragons,t2Dragons,t1Rift,t2Rift,topGoldDiff,jgGoldDiff,midGoldDiff,adcGoldDiff,suppGoldDiff,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken
NA1_4239961250,0,2,0,0,-2234,378,-103,-470,-478,1,0,0,0,0,0
NA1_4259011598,1,1,0,1,-798,289,-2251,815,1401,0,1,0,0,0,0
NA1_4257864919,0,2,0,1,1468,-659,-1451,-3360,-1657,0,0,1,0,0,0
NA1_4244560185,2,0,1,0,1964,-485,1748,-548,-255,0,0,0,1,0,0
NA1_4252052802,0,1,0,1,49,65,-658,-452,-3632,0,1,1,0,0,0
NA1_4242191418,1,0,0,1,-380,348,-520,2346,-380,0,0,0,0,0,0
NA1_4259071495,2,0,0,1,2463,506,722,3426,2966,0,1,0,1,1,1
NA1_4242181422,0,1,1,0,451,1522,1465,3742,1984,0,0,0,0,1,0
NA1_4238330328,1,1,1,0,-58,-50,-2371,-97,774,0,0,0,0,0,0
NA1_4252697848,0,1,1,0,-6,1472,455,1760,847,0,0,0,1,0,1
NA1_4247341305,1,0,0,1,1859,478,413,765,1033,0,1,0,1,0,0
NA1_4257269180,2,0,0,0,-695,251,510,704,1545,0,0,0,0,0,0
NA1_4240235337,0,2,1,0,3240,-150,37,-1711,-409,0,0,0,0,0,0
NA1_4236751149,0,1,0,1,-1118,-1209,-2521,1308,68,0,1,0,0,0,0
NA1_4255515009,1,0,1,0,3558,-1882,2568,-1440,-905,0,0,0,2,0,0
NA1_4255329153,1,1,0,0,882,-1258,956,1309,855,0,0,0,0,0,0
NA1_4239728018,1,1,1,0,23,-283,1601,135,313,0,0,0,0,1,0
NA1_4256439888,1,0,0,1,-225,9,581,2064,1210,0,0,0,0,0,1
NA1_4242384941,0,1,0,0,-3288,1456,2769,-736,-658,1,0,0,0,1,0
NA1_4257754748,0,1,1,0,-467,3875,-1092,-647,1501,0,0,0,0,1,0
NA1_4247519641,1,1,0,1,97,-112,-242,369,-289,0,0,0,0,0,1
NA1_4249183155,1,1,1,0,125,-1412,1000,-1663,324,0,0,0,0,0,0
NA1_4244022617,1,1,1,0,137,-44,-492,1401,-134,0,0,0,0,0,0
NA1_4242125794,0,1,1,0,3348,1652,427,-1131,-1978,0,0,0,1,1,0
NA1_4254147386,0,2,0,0,-1554,221,-16,-411,-513,0,0,0,0,0,0
NA1_4260779870,0,2,0,1,349,-614,-989,-843,-999,0,0,0,0,0,0
NA1_4234978013,1,0,0,1,1532,-1047,27,2779,1367,0,0,0,1,0,1
NA1_4248505494,1,0,0,1,1062,636,750,430,245,0,0,0,0,0,0
NA1_4247299408,1,0,0,1,-977,1854,422,2652,653,0,0,0,0,0,0
NA1_4237743750,0,1,1,0,2104,-80,-1148,-861,-552,0,0,0,1,1,0
NA1_4249751964,1,0,0,0,-826,843,949,40,-1366,0,0,0,0,0,0
NA1_4243524014,0,1,0,1,-576,3,292,687,-201,0,0,0,0,0,0
NA1_4245235247,1,1,0,0,1073,324,681,1021,609,0,0,0,0,0,0
NA1_4255644542,1,1,0,1,-2042,178,-1418,619,618,0,1,0,0,0,0
NA1_4258352295,1,1,0,0,532,-407,-429,1205,262,0,0,0,0,0,0
NA1_4242122708,1,1,1,0,1308,164,-292,-23,247,0,0,0,0,0,0
NA1_4237562333,1,1,0,1,-1027,26,-581,834,-570,0,1,0,0,0,0
NA1_4254243700,2,0,1,0,1147,1018,211,-2487,-700,0,0,1,1,0,0
NA1_4246578625,2,0,1,0,-694,1775,1345,3515,271,0,0,0,0,1,1
NA1_4253195208,0,1,1,0,1014,-671,-239,63,195,0,0,0,0,0,0
NA1_4237386289,1,1,0,0,-600,-355,-381,1625,355,0,0,0,0,0,0
NA1_4241477254,0,1,1,0,-267,1364,-2739,-2823,-2069,0,1,1,1,0,0
NA1_4243946252,1,0,0,1,1385,153,1668,-3570,-878,0,1,1,0,1,0
NA1_4247391126,0,1,0,1,-2544,-385,297,992,1717,1,0,0,0,0,0
NA1_4235132953,0,1,1,0,2620,-3370,-111,1566,339,0,0,0,1,0,0
NA1_4236693519,0,1,0,0,906,506,1334,976,97,0,0,0,0,0,0
NA1_4235664668,2,0,0,1,652,-613,-1445,1188,-322,0,0,0,0,0,0
NA1_4249167389,1,0,1,0,-720,3247,2069,235,662,0,0,0,0,1,1
NA1_4258256603,1,1,0,0,-529,-899,-1093,-145,144,0,0,0,0,0,0
NA1_4257887413,2,0,0,1,68,-1820,-578,0,-322,0,0,0,0,0,0
NA1_4237222554,1,0,1,0,738,316,1098,621,2107,0,0,0,0,0,1
NA1_4242147621,0,2,0,0,331,-1721,-1522,-2570,-1960,0,1,1,0,0,0
NA1_4246429086,1,1,1,0,-239,-1687,2096,336,-45,0,0,0,1,0,0
NA1_4253063583,2,0,0,0,372,111,2254,-899,-195,0,0,0,0,0,0
NA1_4250940079,0,2,0,1,-1219,-853,-2027,-2550,-1874,0,0,1,0,0,0
NA1_4250383997,2,0,0,1,-504,1578,692,2398,945,1,0,0,0,0,1
NA1_4239504076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1_4237325905,0,1,1,0,-768,3968,491,1547,1366,0,0,0,1,0,0
NA1_4254976671,0,2,0,1,-1570,-468,271,-1957,-2683,1,1,1,0,0,0
NA1_4260238211,1,1,0,0,-21,684,1198,-1099,-232,0,0,0,0,0,0
NA1_4251222261,0,1,0,0,-586,-1566,612,618,353,0,0,0,0,0,0
NA1_4252614988,1,1,0,0,1719,919,-51,1442,721,0,0,0,1,0,0
NA1_4241736625,2,0,0,1,-2959,2277,1553,-162,487,1,0,0,0,0,0
NA1_4250696718,0,2,0,1,733,-19,-1887,-3433,-1161,0,1,0,0,0,0
NA1_4246515900,1,1,1,0,38,2224,1061,1085,603,0,0,0,1,0,0
NA1_4244033237,1,1,0,1,-847,-1087,2377,3873,2413,0,0,0,0,0,1
NA1_4250826346,0,2,0,1,326,380,907,-2209,-1226,0,0,0,0,0,0
NA1_4245160385,0,1,1,0,1214,-1501,-1469,-4699,-3858,0,0,2,0,0,0
NA1_4245117858,0,2,0,1,699,-1047,2178,-2943,546,0,0,0,0,0,0
NA1_4247335423,0,1,1,0,1125,760,1581,873,644,0,0,0,2,0,0
NA1_4247921455,0,1,0,0,-600,-1026,-2416,-2101,-1842,0,0,1,0,0,0
NA1_4247299786,2,0,0,1,-471,-1304,-639,873,-207,0,0,0,0,0,0
NA1_4250186534,0,1,0,1,-249,-1131,15,241,923,1,0,0,0,0,0
NA1_4254632984,0,1,0,0,-1793,-2080,306,746,-244,0,1,0,0,0,0
NA1_4240334839,1,0,0,1,-1038,-2576,396,3504,688,2,0,0,0,0,0
NA1_4247239917,1,1,0,1,-2000,179,198,1081,687,1,0,0,0,0,0
NA1_4235863721,1,0,0,0,1707,124,168,1925,1300,0,0,0,1,0,0
NA1_4253399406,1,0,0,0,209,1363,-643,-1533,32,0,0,0,0,0,0
NA1_4245081807,1,0,1,0,-2127,1289,-539,1198,116,1,0,0,0,0,0
NA1_4244898066,0,1,1,0,-929,-165,-1099,854,2354,0,0,0,0,0,0
NA1_4248200421,1,0,1,0,-367,1734,1924,2140,25,0,0,0,0,1,0
NA1_4244958624,0,2,0,1,-993,-8,-851,3494,2132,0,0,0,0,0,1
NA1_4257024755,0,2,0,0,333,1241,63,-2501,-453,0,0,0,0,0,0
NA1_4244600983,1,0,0,1,-4162,-1213,-939,1533,208,1,1,0,0,0,1
NA1_4237051362,0,1,0,1,-2766,-1443,965,-820,-522,1,0,0,0,0,0
NA1_4242151141,0,1,0,0,-2229,-218,-1254,-80,-1270,1,1,0,0,0,0
NA1_4245886883,2,0,1,0,415,-915,-375,162,-1254,0,0,0,0,0,0
NA1_4259612582,0,0,1,0,-833,511,621,19,875,0,0,0,0,0,1
NA1_4235642995,1,1,0,1,-1438,-2930,-1667,-1134,-469,0,1,0,0,0,0
NA1_4245130140,1,1,1,0,-2093,-1688,-961,-369,-15,0,0,0,0,0,0
NA1_4253677831,1,1,1,0,376,-1276,-2093,465,-446,1,0,0,0,0,0
NA1_4241622252,1,0,0,1,2171,843,490,-442,-1025,0,0,0,2,0,0
NA1_4254978547,1,1,0,1,454,-772,8,1738,1281,0,0,0,0,0,0
NA1_4242592669,0,2,0,1,-2081,-207,-1019,-1262,-868,1,0,0,0,0,0
NA1_4237235535,1,0,0,0,-5154,-263,445,-1935,-1,2,0,0,0,0,0
NA1_4260445475,0,1,1,0,1376,780,-378,-138,1132,0,0,0,1,0,0
NA1_4257368499,2,0,0,1,-861,951,121,244,280,1,0,0,0,0,0
NA1_4242121603,1,0,0,1,35,165,-999,1687,178,0,0,0,0,0,0
NA1_4239701595,0,2,0,1,-2485,-653,223,143,1163,1,0,0,0,0,0
NA1_4238285073,0,2,0,1,-1912,-1189,-288,171,-45,1,0,0,0,0,0
NA1_4245187420,0,1,1,0,-1865,-1245,-1634,237,-861,1,0,0,0,0,0
NA1_4256605927,2,0,0,0,672,634,-122,-569,690,0,0,0,0,0,0
NA1_4259492232,1,1,1,0,-531,-135,-728,-1763,-997,0,0,0,0,0,0
NA1_4260590522,0,2,1,0,-55,2228,2351,-543,424,0,0,0,0,2,0
NA1_4253496418,1,0,1,0,1097,-575,132,370,-362,0,0,1,0,0,0
NA1_4247689575,1,1,1,0,371,75,1559,1443,1223,0,0,0,0,0,0
NA1_4250849792,1,0,0,1,-1413,-708,-1065,2657,591,1,0,0,0,0,1
NA1_4245889278,2,0,0,1,-3067,-2599,-2021,177,-1499,1,2,0,0,0,0
NA1_4241231850,0,1,1,0,3337,1408,1392,-218,-1253,0,0,0,1,1,0
NA1_4255355435,1,1,0,1,-2337,-877,779,-2417,-1308,1,0,1,0,0,0
NA1_4247736177,0,1,0,0,-1445,1189,-1137,-497,369,0,0,0,0,0,0
NA1_4246697210,1,0,0,1,655,872,930,-2510,902,0,1,0,0,0,0
NA1_4236616298,1,1,0,1,15,-750,-60,-419,166,0,0,1,0,0,0
NA1_4247439701,1,0,1,0,-996,368,1541,489,-300,0,0,0,0,0,0
NA1_4254226514,1,0,0,1,-477,-171,-1578,-1321,-1251,1,3,1,0,0,0
NA1_4242973396,0,1,1,0,-1628,-640,-246,-1958,-605,0,0,0,0,0,0
NA1_4237604579,1,0,1,0,641,-64,696,-1893,-568,0,0,0,0,0,0
NA1_4258225739,0,1,0,1,-1954,-1168,-940,-1288,-559,1,0,0,0,0,0
NA1_4239758685,0,1,0,0,-2015,-443,-2122,-3842,-2320,0,0,2,0,0,0
NA1_4249745728,1,1,0,1,926,-651,-1352,-2796,-421,0,0,1,0,0,0
NA1_4242075962,0,2,0,1,-1538,-574,-2400,-2315,282,0,0,1,0,0,0
NA1_4244809420,0,2,1,0,4223,166,-1115,-630,-921,0,0,0,2,0,1
NA1_4241886365,0,1,1,0,1912,302,140,-500,-7,0,0,0,1,0,0
NA1_4249301212,0,2,1,0,-1259,1879,913,-75,203,0,0,0,0,1,0
NA1_4244000088,0,2,1,0,573,-129,-988,-662,-55,0,0,0,0,0,0
NA1_4243700372,0,2,0,1,-2208,-2141,-1373,-2105,-1643,1,2,1,0,0,0
NA1_4253896818,2,0,0,1,1006,780,2372,3655,1243,0,0,0,0,0,1
NA1_4239810412,1,0,1,0,-32,473,205,1844,841,0,0,0,0,1,0
NA1_4236605691,0,2,0,1,-1369,-696,236,-706,-802,0,0,0,0,0,0
NA1_4236721521,1,0,0,1,2549,-596,-930,638,168,0,0,0,1,0,0
NA1_4253795005,1,0,0,0,-1514,617,-367,10,281,0,0,0,0,0,0
NA1_4244896217,1,0,0,0,536,-419,-1279,2085,1809,0,0,0,0,0,0
NA1_4235926265,0,2,1,0,-3476,-257,-1334,-3609,-3052,1,1,1,0,0,0
NA1_4252058965,0,1,1,0,-979,232,1967,-1504,-1283,0,0,0,0,0,1
NA1_4248168306,0,1,1,0,2097,143,2626,436,904,0,0,0,1,0,1
NA1_4247759561,0,1,0,1,1095,767,51,-2930,-500,0,1,0,0,0,0
NA1_4237811969,0,1,0,0,2824,-598,-1882,-1810,-832,0,0,0,2,0,0
NA1_4259051621,1,1,1,0,2251,1764,1223,-937,797,0,0,0,1,1,0
NA1_4259321132,1,1,0,1,909,-759,-918,-3066,-1149,0,1,1,0,0,0
NA1_4252205488,1,1,0,1,1039,-772,591,773,837,0,1,0,1,0,0
NA1_4247456657,1,0,1,0,1588,2700,472,428,656,0,0,0,1,0,0
NA1_4260487095,2,0,1,0,1935,422,1683,603,-512,0,0,0,0,1,0
NA1_4250507842,2,0,0,0,766,50,355,2132,2062,0,0,0,0,0,1
NA1_4260466437,1,1,0,0,-1184,777,4539,350,-297,0,0,0,0,1,0
NA1_4252851619,0,1,0,0,561,-915,846,371,-67,0,0,0,0,0,0
NA1_4235809575,0,1,0,0,-488,778,57,-976,-821,0,0,0,0,0,0
NA1_4246986287,2,0,0,1,1835,-440,-59,1673,705,0,0,0,1,0,0
NA1_4246304072,0,2,0,0,-486,283,-193,-152,259,0,0,0,0,0,0
NA1_4251365746,1,0,1,0,1536,566,-254,-1574,-1293,0,0,1,1,0,0
NA1_4247831295,0,1,0,0,-519,-1119,-644,85,315,0,0,0,0,0,0
NA1_4245959798,2,0,0,0,-295,-2580,2292,2189,1666,0,0,0,0,0,1
NA1_4235049191,1,1,0,1,1138,909,-235,1075,552,0,0,0,0,0,0
NA1_4252394119,2,0,0,0,1092,-1836,-72,414,73,0,0,0,0,0,0
NA1_4241846573,1,0,0,0,396,949,2164,264,-169,0,0,0,0,0,0
NA1_4241600603,0,1,0,1,1598,600,-2265,-1529,199,0,0,1,0,0,0
NA1_4251436437,0,2,0,1,889,-2773,-1778,-1453,-205,0,1,0,0,0,0
NA1_4235150524,0,2,0,1,421,-615,-1927,-410,-357,0,1,0,0,0,0
NA1_4245884178,1,0,0,1,-886,-877,-486,3084,2025,0,0,0,0,0,1
NA1_4255396549,0,2,1,0,-1782,906,488,-1862,1452,0,0,0,3,0,0
NA1_4259788979,1,1,1,0,548,90,-1224,2022,-20,0,0,0,0,1,0
NA1_4245535962,0,1,0,0,1031,-782,-1138,-2846,-1103,0,0,1,0,0,0
NA1_4249655951,0,1,1,0,1081,888,1399,-172,260,0,0,0,1,0,0
NA1_4243116725,1,1,0,0,-1384,-934,197,-404,-418,0,0,0,0,0,0
NA1_4247176695,1,0,0,1,-4322,-796,-324,1012,727,1,0,0,0,0,0
NA1_4239800428,0,1,0,1,-1611,-524,-90,-2122,-444,2,0,0,0,0,0
NA1_4241055699,1,0,1,0,325,370,-432,760,184,0,0,1,1,0,0
NA1_4237343233,1,0,0,1,-982,1053,-543,1143,2497,0,0,0,0,0,1
NA1_4254700815,0,1,0,0,3022,1571,-1813,776,1529,0,0,0,1,0,0
NA1_4246120422,1,0,0,0,-26,1527,1876,-1114,-919,0,0,0,0,0,0
NA1_4252454161,0,2,0,1,-557,-344,-1327,1286,227,0,0,0,0,0,0
NA1_4246102900,2,0,1,0,936,-1105,-340,-281,-467,0,0,0,1,0,0
NA1_4244638786,0,2,0,1,-3814,-3705,-691,793,-488,1,1,1,0,0,0
NA1_4238626428,2,0,1,0,590,2785,223,-1217,-1216,0,0,0,0,0,0
NA1_4248795202,1,1,1,0,1515,-738,113,-622,902,0,0,0,1,0,0
NA1_4251322305,1,0,0,1,-1063,-1263,1158,623,-184,1,0,0,0,0,1
NA1_4259265358,1,0,1,0,-1258,764,-989,1303,1264,0,0,0,0,0,1
NA1_4241594676,2,0,0,1,-1647,2014,2802,499,850,1,0,0,0,0,0
NA1_4253498575,2,0,0,0,-2538,145,-1866,-644,1223,1,0,0,0,0,0
NA1_4239000519,2,0,0,0,-322,-1926,955,-10,-742,0,0,0,0,0,0
NA1_4235867370,2,0,0,1,-2084,-1421,399,1120,1132,1,0,0,0,0,0
NA1_4238911393,1,0,0,1,-1458,-54,-523,-1195,238,1,0,0,0,0,0
NA1_4253447274,0,2,0,0,984,2785,-215,652,839,0,0,0,0,0,0
NA1_4239656223,0,1,1,0,2196,-1034,-915,1516,-530,0,0,0,1,1,0
NA1_4243037445,1,0,0,1,-1459,-400,1199,-532,-697,0,0,0,0,0,0
NA1_4256186923,0,1,1,0,681,661,-2641,-781,-1343,0,1,0,1,0,0
NA1_4256096509,0,1,0,1,-1482,602,799,-947,-130,0,0,0,0,0,0
NA1_4235899923,0,1,0,1,73,-987,541,2,683,0,0,0,0,0,0
NA1_4246636007,0,2,0,1,-612,-213,-1937,378,-382,1,0,0,0,0,0
NA1_4251985298,0,2,0,1,315,-1511,699,-1494,-892,0,0,0,0,0,0
NA1_4236554977,1,1,0,1,517,-489,-22,1576,-1809,0,0,0,0,0,0
NA1_4239276595,0,1,0,0,-3203,-389,-896,117,611,1,1,0,0,0,0
NA1_4244063873,1,0,1,0,-688,-470,2500,1165,1469,0,0,0,0,0,1
NA1_4245554126,1,0,1,0,1955,-1911,367,2445,338,0,0,0,1,0,0
NA1_4245732121,1,1,0,1,-2293,-548,-928,-928,823,2,0,0,0,0,0
NA1_4238939771,1,0,0,1,-1039,289,-2158,-1615,-299,0,0,0,0,0,0
NA1_4251481985,0,0,1,0,3077,2942,1050,66,-17,0,0,0,2,0,0
NA1_4241776320,0,2,0,1,580,-2516,61,-783,-590,1,0,0,0,0,0
NA1_4260258467,0,0,0,1,-44,-1019,1746,-1461,26,0,0,1,0,0,0
NA1_4251711308,2,0,1,0,-256,645,160,-1370,-322,0,0,0,0,0,0
NA1_4237678313,1,0,0,1,-433,2276,767,2184,1457,0,0,0,0,1,0
NA1_4255355784,1,0,0,1,826,-533,1758,392,-12,0,0,0,0,0,0
NA1_4234932889,0,1,1,0,1937,-91,1062,-55,-1735,0,0,1,1,0,0
NA1_4246781349,1,0,0,0,-13,817,1216,646,1095,0,0,0,1,0,0
NA1_4244159757,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0
NA1_4253827661,2,0,1,0,-842,3639,787,3855,565,0,0,0,0,0,1
NA1_4241591851,0,1,1,0,-105,-970,-394,398,635,0,0,0,0,0,0
NA1_4259409551,1,0,1,0,-1327,-597,-302,-349,1296,0,0,0,0,0,0
NA1_4244905133,2,0,1,0,-1097,1436,417,383,1817,0,0,0,0,0,0
NA1_4243290454,0,2,0,1,1116,-16,-1709,-298,-1724,1,0,0,0,0,0
NA1_4246306920,0,0,0,1,-3199,-2206,-2949,-822,-1041,2,1,0,0,0,0
NA1_4244465857,2,0,0,0,-1444,482,726,2519,1274,0,0,0,0,0,1
NA1_4246628681,0,1,1,0,-1276,486,185,-1146,-24,0,0,0,0,1,0
NA1_4251488976,0,1,0,1,-805,552,-638,63,-70,0,0,0,0,0,0
NA1_4254294418,0,2,0,1,-2687,-225,-160,1011,785,1,0,0,0,0,0
NA1_4257613358,1,0,0,1,-657,-994,2155,-2596,-472,1,0,0,0,0,0
NA1_4259329582,0,1,1,0,446,378,-1669,-970,-444,0,0,0,0,0,0
NA1_4240364502,0,1,0,0,-2083,470,270,476,33,1,0,0,0,0,0
NA1_4250340761,1,1,1,0,1255,858,335,-55,-1292,0,0,0,0,0,0
NA1_4236929445,2,0,1,0,-105,-2509,499,2690,2432,0,0,0,0,0,1
NA1_4247904439,2,0,0,1,-1607,1121,-372,63,911,1,0,0,0,0,0
NA1_4252697267,0,1,1,0,-624,1567,118,280,472,0,0,0,0,0,0
NA1_4257023782,0,2,1,0,1064,-1638,-3,3116,824,0,0,0,0,0,0
NA1_4253196570,2,0,0,0,-2646,2408,-842,2134,1141,0,0,0,0,0,1
NA1_4260370482,0,2,0,1,-2079,219,1146,-1747,-504,1,0,1,0,0,0
NA1_4244949844,2,0,1,0,694,-301,2556,638,-1385,0,0,0,0,1,0
NA1_4255784379,1,1,0,1,1231,1385,2094,-1276,-578,0,0,0,0,1,0
NA1_4238893879,1,0,0,0,-1780,2072,966,-662,-238,0,0,1,0,0,0
NA1_4250940329,2,0,0,1,2209,-493,-279,987,1254,0,0,0,1,0,0
NA1_4260882436,1,1,0,1,1204,923,-438,-2444,-804,0,0,1,0,0,0
NA1_4239810014,0,2,0,1,315,-2070,138,-296,-1159,0,0,1,0,0,0
NA1_4239940244,1,1,1,0,-1694,469,1748,842,-387,0,0,0,0,0,0
NA1_4247804096,0,2,1,0,3965,966,-71,-1044,-1564,0,0,1,1,0,0
NA1_4241697721,1,0,0,1,1159,-126,-1385,-1223,-813,0,0,0,0,0,0
NA1_4245273195,1,0,1,0,1039,-13,440,-727,2045,0,0,0,0,0,1
NA1_4250688154,0,2,1,0,426,831,-153,-963,-472,0,0,0,0,0,0
NA1_4253203365,1,0,0,1,1753,-2746,-1340,721,-411,0,0,0,0,0,0
NA1_4237348693,1,0,0,1,882,-67,-1203,-300,-1722,0,0,1,0,0,0
NA1_4239369922,2,0,0,0,-1158,2421,957,-758,351,0,0,0,0,0,0
NA1_4258302731,2,0,0,1,91,3055,3011,1447,598,0,0,0,0,0,1
NA1_4254341385,0,1,0,0,-1076,-917,-352,487,596,0,0,0,0,0,0
NA1_4238212262,0,1,0,1,-2086,-1769,-574,1342,55,1,0,0,0,0,0
NA1_4234967295,0,2,0,1,-106,-737,-216,-485,-183,0,0,0,0,0,0
NA1_4254668886,2,0,0,1,3202,-116,-499,1676,1355,0,0,0,1,0,0
NA1_4252605478,1,1,1,0,1494,752,1674,640,-838,0,0,0,0,0,0
NA1_4251289054,1,0,1,0,60,-189,222,1059,919,0,0,0,0,0,0
NA1_4241923550,1,0,1,0,3200,712,-757,-487,230,0,0,0,1,0,0
NA1_4247025183,0,1,0,1,-2111,-1483,-1307,1121,-210,1,0,0,0,0,0
NA1_4238315406,0,1,0,1,0,-870,-3134,-799,-209,0,2,0,0,0,0
NA1_4248492555,0,2,1,0,1572,82,1740,-3441,-1660,0,0,1,1,0,0
NA1_4251013980,0,2,1,0,-510,-1198,-1963,-2796,-1090,0,1,1,0,0,0
NA1_4259891512,1,0,0,1,-1937,250,2234,622,1823,1,0,0,0,0,0
NA1_4259109117,1,1,0,1,-2274,-1251,-1320,-1910,-910,1,0,0,0,0,0
NA1_4240176231,1,1,0,1,-2333,-917,253,341,-521,2,0,0,0,0,0
NA1_4241732225,2,0,1,0,-323,-1250,2993,2210,2150,0,0,0,0,1,1
NA1_4258272225,0,1,0,0,-186,-671,295,911,112,0,0,0,0,0,0
NA1_4254126610,1,0,1,0,-1560,-1308,-501,-583,-1764,1,0,1,0,0,0
NA1_4255609250,1,0,1,0,726,656,1565,-1229,-1078,0,0,0,0,1,0
NA1_4253525739,1,0,1,0,1024,2591,-1230,1534,1610,0,0,0,2,0,0
NA1_4248943431,2,0,1,0,30,-186,1181,2933,1839,0,0,0,0,1,1
NA1_4250210410,0,1,1,0,-2427,812,-1779,-356,-384,1,1,0,0,0,0
NA1_4243603180,2,0,0,0,1645,1353,1495,3331,1913,0,0,0,0,0,2
NA1_4241186063,2,0,1,0,184,1514,-886,2733,817,0,0,0,0,0,1
NA1_4249092654,1,0,0,1,-3256,808,111,141,-257,2,0,0,0,0,0
NA1_4249572023,1,1,0,1,-861,813,779,-783,-914,1,0,1,0,0,0
NA1_4238609249,0,1,0,1,-465,-854,-1334,94,135,0,0,0,0,0,0
NA1_4249313066,1,1,1,0,-1375,1176,2880,-508,-740,0,0,0,0,1,0
NA1_4246242790,0,1,1,0,-791,716,1147,-505,-809,0,0,0,1,0,0
NA1_4237012315,1,1,0,1,692,-481,-40,3277,614,0,0,0,0,0,1
NA1_4247511326,0,1,0,0,-4544,1715,-2066,-1958,-790,1,0,0,0,0,0
NA1_4247335021,1,1,1,0,-932,962,-2076,1179,910,0,0,0,0,0,1
NA1_4253396809,0,1,1,0,-25,1223,2333,581,-1111,0,0,0,1,0,0
NA1_4257030426,2,0,1,0,-120,3527,2201,-84,662,0,0,0,0,1,0
NA1_4252751694,1,1,1,0,2900,419,-122,-187,-533,0,0,0,1,0,0
NA1_4259046073,2,0,0,1,581,2044,-37,-22,-263,0,1,0,0,1,0
NA1_4241273765,0,2,0,1,-3373,-939,-3541,-2727,-1948,1,1,1,0,0,0
NA1_4255992793,1,1,1,0,1478,3107,2804,-2215,-1071,0,0,0,1,0,0
NA1_4253777004,1,1,1,0,2138,541,-272,2021,900,0,0,0,0,0,1
NA1_4237211394,2,0,0,0,-260,-28,-2001,945,55,0,0,0,0,0,0
NA1_4253065650,2,0,1,0,489,2395,-661,787,465,0,0,0,0,1,0
NA1_4253446659,0,1,0,1,2781,-356,-2071,-719,-588,0,0,0,1,0,0
NA1_4259364893,0,2,0,0,1412,-772,-1235,-5316,-2384,0,0,1,0,0,0
NA1_4240432511,1,0,0,1,40,-716,-410,-1138,-691,0,0,1,0,0,0
NA1_4248601266,1,0,0,1,-1507,-377,167,632,42,1,0,0,0,0,0
NA1_4258718299,1,0,1,0,835,819,-184,1652,447,0,0,0,0,0,0
NA1_4250447065,0,1,1,0,939,-31,-634,-35,746,1,0,0,1,0,0
NA1_4239261142,1,0,0,1,-730,-2396,-2738,7073,-9,0,0,0,0,1,1
NA1_4255607984,1,0,0,0,2038,1164,694,-1498,333,0,0,0,0,0,0
NA1_4250405648,2,0,0,1,-3538,-1842,2123,1809,872,1,0,0,0,0,1
NA1_4250333171,1,1,0,0,-2006,727,268,-270,-1157,1,0,0,0,0,0
NA1_4256373206,0,1,1,0,-1280,-53,-1159,-98,8,0,0,0,0,0,0
NA1_4243077297,1,0,0,1,-2889,526,-2219,-624,-187,1,1,0,0,0,0
NA1_4249903035,0,0,0,1,571,-2197,-3583,-923,450,0,1,1,0,0,0
NA1_4247301030,1,0,0,1,-427,-2456,2090,-3645,-772,0,0,1,0,0,0
NA1_4237208828,1,0,0,1,-2211,-73,1142,1032,382,0,0,0,0,0,0
NA1_4242084878,2,0,0,0,463,511,468,2309,1429,0,0,0,0,0,1
NA1_4242238421,0,1,1,0,935,181,-2390,62,-1074,0,1,0,0,0,0
NA1_4248179079,1,1,0,1,-234,850,923,1589,954,0,0,0,0,0,1
NA1_4247455521,1,0,1,0,2262,-842,-1491,1258,640,0,0,0,1,0,0
NA1_4247004604,1,1,0,1,-2519,447,-570,-582,-368,1,0,0,0,0,0
NA1_4256240138,2,0,1,0,1187,174,-79,1823,2201,0,0,0,0,0,0
NA1_4258242540,2,0,1,0,1555,-274,-904,-708,-574,0,0,0,1,0,0
NA1_4241324045,0,1,1,0,-182,552,660,2,-244,0,0,0,0,0,0
NA1_4251572594,0,1,1,0,-2950,2235,363,-267,-817,1,0,0,0,1,0
NA1_4236533354,1,1,0,1,-376,-180,1244,-469,-662,0,0,0,0,0,0
NA1_4247188867,2,0,1,0,3772,-1062,378,618,2248,0,0,0,2,0,0
NA1_4244925333,0,1,0,0,1999,249,-1996,-372,199,0,0,0,0,0,0
NA1_4256571923,2,0,1,0,-1799,-1143,2858,2835,1908,0,0,0,1,2,1
NA1_4242958233,0,1,1,0,842,-681,884,-398,228,0,0,0,0,0,0
NA1_4255290710,1,1,0,1,1041,-1484,-2164,3969,-159,0,0,0,0,0,0
NA1_4243675631,1,0,0,0,375,-107,-193,2031,2958,0,0,0,0,0,1
NA1_4236985515,1,0,1,0,2818,245,445,1253,727,0,0,0,1,1,0
NA1_4241725070,1,0,1,0,-2477,-2539,-76,-459,-2169,1,0,0,0,0,0
NA1_4251015451,1,1,1,0,1712,428,-956,-326,323,0,0,0,1,0,1
NA1_4239853286,0,2,1,0,-799,-1496,-1809,-494,-183,0,0,0,0,0,0
NA1_4245733218,0,1,1,0,832,394,-2342,-576,852,1,2,0,0,0,0
NA1_4252071642,1,0,0,1,-727,-961,2083,-53,-1358,0,0,0,0,0,0
NA1_4247056367,1,0,1,0,817,749,-368,816,682,0,0,0,1,0,0
