matchId,gameLength,winningTeam,team1Top,team1Jg,team1Mid,team1Adc,team1Supp,team2Top,team2Jg,team2Mid,team2Adc,team2Supp
NA1_4259088043,1864,100,Riven,Udyr,Ahri,Ezreal,Soraka,Fiora,Graves,Zed,Ashe,Lux
NA1_4251280652,1758,200,Ornn,Trundle,Veigar,Twitch,Pyke,DrMundo,Khazix,Qiyana,Ezreal,Swain
NA1_4249767950,1378,100,Gangplank,Vi,Kaisa,Yasuo,Pyke,Gwen,Hecarim,Irelia,Jinx,Zyra
NA1_4255288932,2048,200,Kayle,Viego,Sylas,Zeri,Rakan,Malphite,Rengar,Ahri,Vayne,Xerath
NA1_4255830331,2648,200,Teemo,Sejuani,Fizz,MissFortune,Thresh,Zeri,LeeSin,Malzahar,Jinx,Senna
NA1_4252204405,2490,100,Heimerdinger,Graves,Malphite,Xayah,Xerath,Irelia,Shyvana,Diana,Caitlyn,Blitzcrank
NA1_4240189682,1867,100,Volibear,Shaco,Lux,Draven,Soraka,Darius,Hecarim,Katarina,Caitlyn,Velkoz
NA1_4258395648,1221,100,Kayle,Jax,Viktor,Aphelios,Soraka,Garen,Trundle,Veigar,Lucian,Yuumi
NA1_4238392844,2284,100,Irelia,Evelynn,Brand,Jhin,Pyke,Shen,Sejuani,AurelionSol,Twitch,Renata
NA1_4235963824,1888,200,Renekton,Amumu,Ekko,Ashe,Nautilus,Shyvana,Warwick,Shen,Zeri,Lulu
NA1_4260424626,1540,100,Jax,JarvanIV,Corki,Xayah,Lulu,Pantheon,Teemo,Akali,Jhin,Nautilus
NA1_4260132584,2605,100,Fiora,Nocturne,Akali,Xayah,Rakan,Kayle,Diana,Zed,Varus,Renata
NA1_4253489760,1538,200,Riven,Graves,Kassadin,Kaisa,Braum,Renekton,Diana,Akali,Zeri,Rell
NA1_4249954310,2058,100,Teemo,Warwick,Annie,Jhin,Seraphine,Mordekaiser,Zac,Malzahar,Jinx,Senna
NA1_4256247674,1279,200,Aatrox,Diana,Yasuo,Kaisa,Soraka,Sett,Ekko,Vex,Aphelios,Thresh
NA1_4247395406,1887,200,Graves,Kindred,Lissandra,Ezreal,Brand,MonkeyKing,Malphite,Yone,Caitlyn,Senna
NA1_4255876878,1595,200,Urgot,Kassadin,Khazix,Caitlyn,Zyra,Darius,MasterYi,Viktor,Samira,Nautilus
NA1_4241805274,1565,200,Vayne,RekSai,Fizz,Seraphine,Twitch,Riven,Nunu,Galio,Jinx,Sona
NA1_4241082241,1366,100,Darius,Gragas,Sylas,Caitlyn,Lulu,Fiora,MasterYi,Diana,Veigar,Bard
NA1_4251019167,1520,100,Fiora,Graves,Sylas,TahmKench,Senna,Jax,Pyke,Rumble,Kaisa,Pantheon
NA1_4241194769,2502,200,Ornn,Graves,Syndra,Ezreal,Xerath,Poppy,Warwick,Lux,Jinx,Zilean
NA1_4256380238,1803,200,Gnar,Hecarim,Malphite,Tristana,Nautilus,Heimerdinger,Graves,Akali,Jinx,Thresh
NA1_4236038745,1832,100,Jayce,Nunu,Zeri,Draven,Brand,Darius,Nasus,Akali,Aphelios,Renata
NA1_4247366681,1973,100,Sett,Kindred,Heimerdinger,Jinx,Janna,Warwick,Hecarim,Vladimir,Caitlyn,Karma
NA1_4246680580,1718,200,Nautilus,Graves,Gangplank,Jhin,Tryndamere,Gragas,Kayn,Kaisa,Jinx,Soraka
NA1_4256649125,2049,100,Viego,LeeSin,Malzahar,Twitch,Nautilus,Mordekaiser,Vi,Fizz,Ezreal,Yuumi
NA1_4251567916,1273,200,Nasus,Talon,Ekko,Samira,Sett,Qiyana,Shyvana,Nidalee,Yasuo,Senna
NA1_4244536183,1476,100,Sion,Volibear,Akali,Samira,Blitzcrank,Trundle,JarvanIV,Ryze,Jinx,Sylas
NA1_4241085875,1814,200,Urgot,Hecarim,Yone,Aphelios,Thresh,Kayle,Zac,Neeko,Twitch,Lulu
NA1_4244809478,1837,100,Urgot,Lillia,Garen,Jinx,Renata,Malzahar,Nocturne,Yasuo,Kaisa,Senna
NA1_4253352412,1650,200,Renekton,Diana,Neeko,Twitch,Renata,Mordekaiser,Viego,Lux,Ashe,Nautilus
NA1_4255583596,1999,100,Karthus,Volibear,Sett,Jinx,Thresh,Fiora,Hecarim,Ahri,Kaisa,Ornn
NA1_4257997009,1484,100,Darius,Nocturne,Sylas,Caitlyn,Lux,Kayle,MonkeyKing,Veigar,Samira,Thresh
NA1_4253723270,1067,100,Volibear,Hecarim,Kayle,Jinx,Morgana,Vayne,Mordekaiser,Katarina,Aphelios,Janna
NA1_4260069350,1354,200,Gangplank,Kayn,Veigar,Ezreal,Morgana,DrMundo,Udyr,Viktor,Lucian,Pyke
NA1_4257633215,1919,200,Aatrox,Graves,Ahri,Varus,Nasus,DrMundo,Shyvana,Diana,MissFortune,Brand
NA1_4238320311,1313,200,Quinn,Graves,Ahri,Zeri,Veigar,Tryndamere,XinZhao,Syndra,Jinx,Lulu
NA1_4244952542,2025,100,Teemo,Zac,Annie,MissFortune,Neeko,Gangplank,Volibear,Ryze,Tristana,Leona
NA1_4252165650,2079,100,Mordekaiser,Shaco,Yasuo,Twitch,Lulu,Akshan,Viego,Zed,Draven,Seraphine
NA1_4241620712,1745,100,TahmKench,Nocturne,Irelia,Kaisa,Nautilus,Karma,Gwen,Yone,Jinx,Lux
NA1_4255025721,1855,200,Malphite,Kayn,Yasuo,Twitch,Thresh,Vayne,Khazix,Sylas,Jhin,Sona
NA1_4242050264,1215,200,Irelia,Elise,Akshan,Samira,Renata,Teemo,Ekko,Corki,Jhin,Lux
NA1_4257152305,2056,100,Sion,MasterYi,Talon,Samira,Galio,TahmKench,Skarner,Zed,Twitch,Lux
NA1_4245071665,1419,100,Riven,Amumu,Ahri,Jinx,Rakan,Camille,Khazix,Sylas,Zeri,Zyra
NA1_4241099008,1253,100,Kayle,FiddleSticks,Irelia,Ezreal,Soraka,Akali,MasterYi,Yasuo,Caitlyn,Janna
NA1_4239926680,1353,100,Aatrox,Graves,Katarina,Jinx,Morgana,Renekton,Warwick,Talon,Ziggs,MissFortune
NA1_4260138502,1568,100,Yorick,LeeSin,Fizz,Ezreal,Janna,Gangplank,JarvanIV,Veigar,Pyke,Renata
NA1_4254296162,2389,200,Akali,Khazix,Sylas,Vayne,Soraka,Sion,Viego,Yone,Twitch,Pyke
NA1_4244089601,1545,200,Urgot,Kindred,Akshan,Jinx,Alistar,Sett,Amumu,Anivia,Ezreal,Senna
NA1_4237937715,2135,200,Riven,Hecarim,Veigar,Jinx,Blitzcrank,Gangplank,Kayn,Lissandra,Ashe,Soraka
NA1_4241804870,1550,100,Twitch,Shaco,Yone,Zeri,Yuumi,Malphite,Ekko,Karma,Tristana,Lulu
NA1_4240483787,1740,100,Illaoi,XinZhao,Viktor,MissFortune,Zyra,Gragas,Ivern,Quinn,Kaisa,Braum
NA1_4260039887,1549,200,Garen,Hecarim,Ahri,MissFortune,Akshan,Sett,MasterYi,Sylas,Samira,Karma
NA1_4247656905,2897,100,Garen,Amumu,Zed,Ezreal,Xerath,Camille,Nocturne,Zilean,Caitlyn,Nami
NA1_4247735553,1885,200,Rengar,LeeSin,Zoe,Ezreal,Senna,Garen,Volibear,Heimerdinger,Twitch,Brand
NA1_4254370530,1589,200,Tryndamere,Evelynn,Talon,KogMaw,Zilean,Garen,LeeSin,Vladimir,Jhin,Senna
NA1_4238683068,2165,100,Malphite,Trundle,Akali,Jhin,Zyra,Riven,Viego,Ahri,Ezreal,Alistar
NA1_4254387046,990,100,Sett,Twitch,Zed,Kaisa,Bard,Yone,FiddleSticks,Viktor,Jhin,Renata
NA1_4259557539,2082,100,Jax,Shaco,Anivia,Kaisa,Lulu,Garen,Amumu,Katarina,Jinx,Soraka
NA1_4253648059,2128,200,Kayn,Zac,Akshan,Kaisa,Leona,Singed,Sion,Zed,Ashe,Pyke
NA1_4240977521,1749,200,Kayle,Udyr,Akshan,Cassiopeia,Nautilus,Vladimir,Diana,Irelia,Kaisa,Morgana
NA1_4245691053,2979,200,Jax,Vi,Irelia,Ziggs,Swain,Kled,Kayn,Vex,Caitlyn,Morgana
NA1_4254478083,1712,200,Akshan,LeeSin,Ahri,Jinx,Zyra,Jax,Warwick,Fizz,Caitlyn,Pyke
NA1_4254287232,1844,200,Sion,Graves,Ahri,Twitch,Yuumi,Garen,LeeSin,Leblanc,Jhin,Soraka
NA1_4234989582,1809,100,Kayle,Graves,Chogath,Caitlyn,Nami,Nasus,Taliyah,Akali,Lucian,Senna
NA1_4249569092,2469,200,Darius,Trundle,Vex,Varus,Karma,Teemo,Lillia,Annie,Jhin,Yuumi
NA1_4255605131,1614,200,Teemo,Khazix,Xerath,Ezreal,Senna,Kennen,Graves,Nocturne,Kaisa,Sona
NA1_4259935006,1646,100,Sett,Mordekaiser,Zoe,Lucian,TahmKench,Malphite,RekSai,Alistar,Vayne,Pantheon
NA1_4235957393,194,100,Kayle,Udyr,Veigar,Samira,Renata,Jax,Trundle,Viktor,Lux,
NA1_4251716884,1210,200,Singed,Vi,Ahri,Lucian,Sona,Rengar,Diana,Yasuo,Jinx,Nautilus
NA1_4248221929,1695,200,Trundle,Rammus,Diana,Ezreal,Renata,Tryndamere,Shaco,Yasuo,Swain,Seraphine
NA1_4259872316,1808,100,Darius,Khazix,Leblanc,Vayne,Nautilus,Riven,LeeSin,Malphite,Karthus,Lux
NA1_4241233968,1475,100,DrMundo,Graves,Malzahar,MissFortune,Lux,Riven,Viego,Ryze,Vayne,Morgana
NA1_4256633924,1524,100,Fiora,Evelynn,Yasuo,Aphelios,Renata,MonkeyKing,Graves,Akali,Kaisa,Lulu
NA1_4247235381,1657,200,Illaoi,Hecarim,Yasuo,Kaisa,Brand,Sett,Volibear,Corki,Sivir,Soraka
NA1_4260274231,2098,200,Ornn,Shyvana,Akshan,Jinx,Yuumi,Shen,Ekko,Tristana,MissFortune,FiddleSticks
NA1_4246931903,2286,100,Garen,Shyvana,Qiyana,Varus,Soraka,Sion,Amumu,Zed,Caitlyn,Lux
NA1_4247928354,1817,200,Darius,LeeSin,Ekko,Kaisa,Alistar,Tryndamere,Hecarim,Kayle,Vayne,Lulu
NA1_4247785422,1833,200,Gnar,Viego,Akali,Vayne,Leona,Fiora,Volibear,Lux,Jhin,Zoe
NA1_4256548564,954,100,Rengar,LeeSin,Shyvana,Lucian,Sona,Sett,Diana,Kassadin,Tristana,Xerath
NA1_4245111442,1233,200,Nasus,Warwick,Teemo,Tristana,Blitzcrank,Urgot,Zac,Viktor,Zeri,Pyke
NA1_4247398975,2137,100,Darius,Evelynn,Vladimir,Jinx,Senna,Gnar,Talon,Ryze,Vayne,Pyke
NA1_4253812853,2186,100,Teemo,Trundle,Yasuo,Jinx,Seraphine,Sion,Kayn,Galio,Ezreal,Heimerdinger
NA1_4246509270,1751,200,Zac,Hecarim,Irelia,Caitlyn,Morgana,Fiora,Udyr,Cassiopeia,Jinx,Soraka
NA1_4235064568,192,200,MonkeyKing,Udyr,Akshan,Lulu,Aatrox,MasterYi,Leblanc,Samira,Thresh,
NA1_4257633194,1567,100,Kayle,Sejuani,Kassadin,MissFortune,Jhin,Malphite,Amumu,Yasuo,Sivir,Zyra
NA1_4255076492,1997,100,Renekton,Poppy,Katarina,Draven,Lux,Sett,Nidalee,Zed,Twitch,Blitzcrank
NA1_4244353729,1816,200,Quinn,Ekko,Jayce,Caitlyn,Zyra,Sion,FiddleSticks,Lucian,KogMaw,Lulu
NA1_4260644897,1899,200,Sett,MonkeyKing,Zoe,Vayne,Lux,Darius,Vi,Fizz,Caitlyn,Blitzcrank
NA1_4253569693,2114,100,Illaoi,Ekko,Irelia,MissFortune,Senna,Pantheon,Trundle,Malphite,Jinx,Karma
NA1_4252722396,2664,100,Malphite,Rumble,Lissandra,Twitch,TwistedFate,Singed,Ashe,Heimerdinger,Sett,Shaco
NA1_4249076678,2243,100,Jax,Udyr,Galio,Kaisa,Xerath,Renekton,Graves,Rumble,Caitlyn,Lux
NA1_4249866651,197,100,Yorick,Graves,Akali,Twitch,Nami,Singed,Irelia,Lucian,Blitzcrank,
NA1_4258908578,1866,200,Chogath,Shaco,Sylas,Jinx,Nami,Camille,Khazix,Galio,Jhin,Bard
NA1_4259482759,2150,200,TahmKench,Viego,Kassadin,Jinx,Renata,Sett,Evelynn,Irelia,Twitch,Pyke
NA1_4255760761,1800,200,Heimerdinger,Karthus,Katarina,Vayne,Leona,Gragas,Khazix,Irelia,Jinx,Thresh
NA1_4244190675,1181,100,Garen,Nocturne,Veigar,Kaisa,Renata,Kled,TwistedFate,Lissandra,MissFortune,Bard
NA1_4250122035,1808,100,Fiora,Hecarim,AurelionSol,Jhin,Xerath,Sion,Yone,Yasuo,Ezreal,Senna
NA1_4243922682,1623,200,MonkeyKing,MasterYi,Qiyana,Jinx,Morgana,Malphite,Zed,Ahri,Jhin,Lux
NA1_4242072639,2227,200,Yorick,Gwen,Irelia,Veigar,Senna,Sett,Hecarim,Velkoz,Zeri,Janna
NA1_4247655011,1382,100,Yorick,Nunu,Chogath,Xayah,Renata,Aatrox,Amumu,Talon,Zeri,Lux
NA1_4260039887,1549,200,Garen,Hecarim,Ahri,MissFortune,Akshan,Sett,MasterYi,Sylas,Samira,Karma
NA1_4247656905,2897,100,Garen,Amumu,Zed,Ezreal,Xerath,Camille,Nocturne,Zilean,Caitlyn,Nami
NA1_4247735553,1885,200,Rengar,LeeSin,Zoe,Ezreal,Senna,Garen,Volibear,Heimerdinger,Twitch,Brand
NA1_4254370530,1589,200,Tryndamere,Evelynn,Talon,KogMaw,Zilean,Garen,LeeSin,Vladimir,Jhin,Senna
NA1_4238683068,2165,100,Malphite,Trundle,Akali,Jhin,Zyra,Riven,Viego,Ahri,Ezreal,Alistar
NA1_4254387046,990,100,Sett,Twitch,Zed,Kaisa,Bard,Yone,FiddleSticks,Viktor,Jhin,Renata
NA1_4259557539,2082,100,Jax,Shaco,Anivia,Kaisa,Lulu,Garen,Amumu,Katarina,Jinx,Soraka
NA1_4253648059,2128,200,Kayn,Zac,Akshan,Kaisa,Leona,Singed,Sion,Zed,Ashe,Pyke
NA1_4240977521,1749,200,Kayle,Udyr,Akshan,Cassiopeia,Nautilus,Vladimir,Diana,Irelia,Kaisa,Morgana
NA1_4245691053,2979,200,Jax,Vi,Irelia,Ziggs,Swain,Kled,Kayn,Vex,Caitlyn,Morgana
NA1_4254478083,1712,200,Akshan,LeeSin,Ahri,Jinx,Zyra,Jax,Warwick,Fizz,Caitlyn,Pyke
NA1_4254287232,1844,200,Sion,Graves,Ahri,Twitch,Yuumi,Garen,LeeSin,Leblanc,Jhin,Soraka
NA1_4234989582,1809,100,Kayle,Graves,Chogath,Caitlyn,Nami,Nasus,Taliyah,Akali,Lucian,Senna
NA1_4249569092,2469,200,Darius,Trundle,Vex,Varus,Karma,Teemo,Lillia,Annie,Jhin,Yuumi
NA1_4255605131,1614,200,Teemo,Khazix,Xerath,Ezreal,Senna,Kennen,Graves,Nocturne,Kaisa,Sona
NA1_4259935006,1646,100,Sett,Mordekaiser,Zoe,Lucian,TahmKench,Malphite,RekSai,Alistar,Vayne,Pantheon
NA1_4235957393,194,100,Kayle,Udyr,Veigar,Samira,Renata,Jax,Trundle,Viktor,Lux,
NA1_4251716884,1210,200,Singed,Vi,Ahri,Lucian,Sona,Rengar,Diana,Yasuo,Jinx,Nautilus
NA1_4248221929,1695,200,Trundle,Rammus,Diana,Ezreal,Renata,Tryndamere,Shaco,Yasuo,Swain,Seraphine
NA1_4259872316,1808,100,Darius,Khazix,Leblanc,Vayne,Nautilus,Riven,LeeSin,Malphite,Karthus,Lux
NA1_4241233968,1475,100,DrMundo,Graves,Malzahar,MissFortune,Lux,Riven,Viego,Ryze,Vayne,Morgana
NA1_4256633924,1524,100,Fiora,Evelynn,Yasuo,Aphelios,Renata,MonkeyKing,Graves,Akali,Kaisa,Lulu
NA1_4247235381,1657,200,Illaoi,Hecarim,Yasuo,Kaisa,Brand,Sett,Volibear,Corki,Sivir,Soraka
NA1_4260274231,2098,200,Ornn,Shyvana,Akshan,Jinx,Yuumi,Shen,Ekko,Tristana,MissFortune,FiddleSticks
NA1_4246931903,2286,100,Garen,Shyvana,Qiyana,Varus,Soraka,Sion,Amumu,Zed,Caitlyn,Lux
NA1_4247928354,1817,200,Darius,LeeSin,Ekko,Kaisa,Alistar,Tryndamere,Hecarim,Kayle,Vayne,Lulu
NA1_4247785422,1833,200,Gnar,Viego,Akali,Vayne,Leona,Fiora,Volibear,Lux,Jhin,Zoe
NA1_4256548564,954,100,Rengar,LeeSin,Shyvana,Lucian,Sona,Sett,Diana,Kassadin,Tristana,Xerath
NA1_4245111442,1233,200,Nasus,Warwick,Teemo,Tristana,Blitzcrank,Urgot,Zac,Viktor,Zeri,Pyke
NA1_4247398975,2137,100,Darius,Evelynn,Vladimir,Jinx,Senna,Gnar,Talon,Ryze,Vayne,Pyke
NA1_4253812853,2186,100,Teemo,Trundle,Yasuo,Jinx,Seraphine,Sion,Kayn,Galio,Ezreal,Heimerdinger
NA1_4246509270,1751,200,Zac,Hecarim,Irelia,Caitlyn,Morgana,Fiora,Udyr,Cassiopeia,Jinx,Soraka
NA1_4235064568,192,200,MonkeyKing,Udyr,Akshan,Lulu,Aatrox,MasterYi,Leblanc,Samira,Thresh,
NA1_4257633194,1567,100,Kayle,Sejuani,Kassadin,MissFortune,Jhin,Malphite,Amumu,Yasuo,Sivir,Zyra
NA1_4255076492,1997,100,Renekton,Poppy,Katarina,Draven,Lux,Sett,Nidalee,Zed,Twitch,Blitzcrank
NA1_4244353729,1816,200,Quinn,Ekko,Jayce,Caitlyn,Zyra,Sion,FiddleSticks,Lucian,KogMaw,Lulu
NA1_4260644897,1899,200,Sett,MonkeyKing,Zoe,Vayne,Lux,Darius,Vi,Fizz,Caitlyn,Blitzcrank
NA1_4253569693,2114,100,Illaoi,Ekko,Irelia,MissFortune,Senna,Pantheon,Trundle,Malphite,Jinx,Karma
NA1_4252722396,2664,100,Malphite,Rumble,Lissandra,Twitch,TwistedFate,Singed,Ashe,Heimerdinger,Sett,Shaco
NA1_4249076678,2243,100,Jax,Udyr,Galio,Kaisa,Xerath,Renekton,Graves,Rumble,Caitlyn,Lux
NA1_4249866651,197,100,Yorick,Graves,Akali,Twitch,Nami,Singed,Irelia,Lucian,Blitzcrank,
NA1_4258908578,1866,200,Chogath,Shaco,Sylas,Jinx,Nami,Camille,Khazix,Galio,Jhin,Bard
NA1_4259482759,2150,200,TahmKench,Viego,Kassadin,Jinx,Renata,Sett,Evelynn,Irelia,Twitch,Pyke
NA1_4255760761,1800,200,Heimerdinger,Karthus,Katarina,Vayne,Leona,Gragas,Khazix,Irelia,Jinx,Thresh
NA1_4244190675,1181,100,Garen,Nocturne,Veigar,Kaisa,Renata,Kled,TwistedFate,Lissandra,MissFortune,Bard
NA1_4250122035,1808,100,Fiora,Hecarim,AurelionSol,Jhin,Xerath,Sion,Yone,Yasuo,Ezreal,Senna
NA1_4243922682,1623,200,MonkeyKing,MasterYi,Qiyana,Jinx,Morgana,Malphite,Zed,Ahri,Jhin,Lux
NA1_4242072639,2227,200,Yorick,Gwen,Irelia,Veigar,Senna,Sett,Hecarim,Velkoz,Zeri,Janna
NA1_4247655011,1382,100,Yorick,Nunu,Chogath,Xayah,Renata,Aatrox,Amumu,Talon,Zeri,Lux
NA1_4247341185,1699,100,Sett,Nasus,Veigar,Akshan,Senna,MonkeyKing,Ekko,Corki,Jhin,Lux
NA1_4250866766,1830,100,Malphite,XinZhao,Akali,Jhin,Lux,Jayce,Viego,Sylas,MissFortune,Senna
NA1_4242953108,1565,100,KogMaw,Sejuani,Galio,Jinx,Soraka,Illaoi,Zac,Anivia,Draven,Bard
NA1_4240070301,1398,100,Riven,Kindred,Malzahar,Sivir,Rakan,Sett,Volibear,Vex,Twitch,Soraka
NA1_4241366568,2325,200,Akshan,Kayn,Ahri,Zeri,Lux,Quinn,Graves,Viktor,Twitch,Brand
NA1_4244130925,1059,200,Mordekaiser,XinZhao,Sylas,Lucian,Karma,Riven,Shyvana,Corki,Zeri,TahmKench
NA1_4256120973,1354,200,Sion,RekSai,Vladimir,Caitlyn,Neeko,Chogath,Kayn,Tryndamere,Zeri,Renata
NA1_4256749008,1197,200,TahmKench,Nocturne,Brand,MissFortune,Sona,Urgot,Vi,Ekko,Jinx,Ziggs
NA1_4253829446,1502,100,Fiora,Warwick,Kassadin,Ashe,Sona,Mordekaiser,Zac,Corki,Draven,Senna
NA1_4259511332,1131,100,Garen,Diana,Lucian,Samira,Nautilus,Vayne,Vi,Fizz,Varus,Xerath
NA1_4252932510,1858,100,Kled,Warwick,Tristana,Samira,Senna,Kayle,Khazix,Viktor,Jhin,Karma
NA1_4255708893,1442,100,Tryndamere,Diana,Ahri,Tristana,JarvanIV,Aatrox,Graves,Vladimir,Twitch,Lulu
NA1_4255222573,1760,100,Darius,Volibear,Viktor,Samira,Pantheon,Illaoi,Trundle,Yasuo,Ziggs,Lux
NA1_4254949072,1896,200,Camille,Evelynn,Malzahar,Lucian,Pyke,Irelia,Shaco,Vex,Samira,Senna
NA1_4245183882,1689,100,Malphite,Viego,Irelia,Karthus,Senna,Quinn,XinZhao,Orianna,Varus,Soraka
NA1_4254382065,1949,100,Illaoi,XinZhao,Veigar,Tristana,Pyke,Shen,Kled,Ahri,Sivir,Shaco
NA1_4242115943,1891,100,Fiora,Poppy,Annie,Jinx,Karma,Kled,Warwick,Malzahar,Twitch,Lux
NA1_4258781071,1581,200,Gangplank,LeeSin,Teemo,Jinx,Nami,Kayle,Ekko,Garen,Ezreal,Rakan
NA1_4240518554,1973,200,Quinn,JarvanIV,Irelia,Urgot,Nautilus,Garen,XinZhao,Galio,Tristana,Lulu
NA1_4256341171,1583,200,Teemo,Khazix,Pyke,Ashe,Nunu,Irelia,LeeSin,Anivia,Jhin,Zyra
NA1_4259555492,1465,200,Jayce,FiddleSticks,Lux,Kaisa,Sona,MonkeyKing,Hecarim,Syndra,Tristana,Pyke
NA1_4260680044,1501,100,Warwick,LeeSin,Singed,Zeri,Yuumi,Camille,Hecarim,Katarina,Varus,Xerath
NA1_4244838501,1963,100,Sett,Nocturne,Lux,Varus,Senna,Gangplank,Ekko,Akali,Jinx,Thresh
NA1_4260633633,1951,200,Sion,Graves,Zed,Kaisa,Soraka,Sett,Shaco,Leblanc,Ashe,Alistar
NA1_4256374595,2313,100,Aatrox,Sejuani,Nunu,MissFortune,Brand,Urgot,Khazix,Anivia,Jhin,Nami
NA1_4251511946,1817,200,Irelia,XinZhao,Vladimir,Zeri,Leona,MonkeyKing,Hecarim,TwistedFate,Vayne,Blitzcrank
NA1_4249629623,1651,200,Teemo,Amumu,Lux,Lucian,Leona,Gragas,Elise,Yone,Ahri,Blitzcrank
NA1_4253753824,1687,200,Chogath,Ekko,Sion,Jinx,Blitzcrank,Illaoi,Shyvana,Zed,Kaisa,Pantheon
NA1_4259201384,2312,200,Illaoi,Khazix,Ryze,Xayah,Lux,Sett,Lillia,Zed,Ezreal,Nami
NA1_4255283480,937,200,Graves,Nidalee,Irelia,Draven,Morgana,Kayle,RekSai,Akali,Ezreal,Pyke
NA1_4244267900,1774,100,Malphite,Karthus,Lissandra,Samira,Karma,Akali,Diana,Draven,Jinx,Thresh
NA1_4247439819,1408,200,Garen,Mordekaiser,Zed,Ezreal,Pantheon,Irelia,Rammus,Ahri,Tristana,Janna
NA1_4239041361,1490,100,MonkeyKing,Kindred,TwistedFate,Zeri,Senna,Malzahar,MasterYi,Ryze,Jhin,Blitzcrank
NA1_4245292727,1332,100,Gangplank,Zac,Talon,Jhin,Janna,Renekton,MasterYi,Orianna,Twitch,Soraka
NA1_4248232428,1516,100,MonkeyKing,Kayn,Malzahar,Veigar,Alistar,Yone,MasterYi,Katarina,Jinx,Braum
NA1_4240314425,1526,200,Renekton,Udyr,Ziggs,Vayne,Karma,Gwen,MasterYi,Sejuani,Aphelios,Bard
NA1_4244185738,1541,100,Riven,Graves,Vladimir,Lucian,Nautilus,Quinn,Kayn,Gangplank,Leblanc,Yuumi
NA1_4240386167,1808,200,Jayce,FiddleSticks,Cassiopeia,Ezreal,Lulu,Shen,LeeSin,Annie,Caitlyn,Blitzcrank
NA1_4245132671,1316,100,Pantheon,MasterYi,Kassadin,Draven,Karma,Rumble,Nocturne,Gwen,Zeri,Blitzcrank
NA1_4255404808,2531,200,Yorick,Karthus,Qiyana,Jinx,Janna,Gangplank,Warwick,Vi,Lucian,Braum
NA1_4255588987,2042,200,Aatrox,XinZhao,Sylas,Twitch,Pyke,Warwick,Lillia,Katarina,Vayne,Lulu
NA1_4255452595,1955,100,Fiora,Nocturne,Ekko,Ezreal,Soraka,Aatrox,XinZhao,Qiyana,Veigar,Morgana
NA1_4245399443,1754,100,Fiora,Graves,Viktor,Kaisa,Thresh,Kayle,XinZhao,Katarina,Ziggs,Nautilus
NA1_4252578065,1557,200,Ornn,LeeSin,Veigar,Draven,Pyke,Camille,Nunu,Anivia,Caitlyn,Brand
NA1_4241523169,1910,200,Camille,LeeSin,Diana,Senna,Syndra,Shen,Ekko,Katarina,Ezreal,Janna
NA1_4257864026,1263,200,Akali,Zac,Veigar,Jinx,Ashe,Urgot,Lucian,Katarina,Twitch,Amumu
NA1_4244847652,1612,100,Fiora,Viego,Diana,Jinx,Pantheon,Sett,Nidalee,Zed,Caitlyn,Galio
NA1_4237537454,1761,100,Aatrox,Nocturne,Akali,Ezreal,Leona,Garen,LeeSin,Sylas,Jinx,Nami
NA1_4251837020,615,200,Urgot,XinZhao,Corki,Ezreal,Braum,Nasus,Kindred,Yasuo,Veigar,Taric
NA1_4245788727,1160,200,Jax,Vi,Tristana,Akshan,Lux,Fiora,LeeSin,Xerath,Jhin,Pyke
NA1_4245802278,1724,100,Yone,Diana,Kayle,Jhin,Janna,Sejuani,Khazix,Kaisa,Tristana,Leona
NA1_4255883264,1884,100,Rumble,Talon,Yasuo,Lucian,Malphite,Trundle,Viego,Lillia,MissFortune,Nami
NA1_4255377484,1634,100,Sett,Viego,Lissandra,Jinx,TwistedFate,Tryndamere,Olaf,Irelia,Vayne,Zilean
NA1_4238858617,1768,100,Trundle,Kayn,Ahri,Sivir,Leona,Jax,Warwick,Viktor,Jhin,Yuumi
NA1_4257562495,1175,100,Renekton,Gwen,Azir,Draven,Lulu,Mordekaiser,Udyr,Graves,Vayne,Blitzcrank
NA1_4259191995,3018,200,Rumble,Khazix,Zed,Lucian,Bard,Irelia,Viego,Riven,Ziggs,Lux
NA1_4246141443,1597,200,Poppy,Kindred,Malzahar,Jinx,Senna,Irelia,Hecarim,Ahri,Ashe,Blitzcrank
NA1_4250477433,1171,200,Aatrox,Kindred,Irelia,Jinx,Zyra,Darius,Kayn,Heimerdinger,MissFortune,Xerath
NA1_4247870124,1287,200,Ornn,Talon,Irelia,Draven,Lux,Kayle,Ekko,Yone,Jinx,Leona
NA1_4251533234,1767,100,Aatrox,Graves,Syndra,MissFortune,Yuumi,Nasus,Elise,Rumble,Jhin,Nami
NA1_4257389045,1995,100,Malphite,Warwick,Veigar,Draven,Yuumi,Zac,LeeSin,Yasuo,Lucian,Nami
NA1_4254384606,2044,100,Nasus,Warwick,Yone,Jhin,Lulu,Darius,Sejuani,Yasuo,Draven,Soraka
NA1_4254996382,1130,200,Malphite,Hecarim,Talon,Ashe,Brand,Renekton,Karthus,Irelia,Jhin,Zyra
NA1_4247705984,1481,200,Yone,Nocturne,Viktor,Zeri,Lulu,Gangplank,Ekko,Akshan,Ashe,Rakan
NA1_4238817804,2349,100,Jax,LeeSin,Corki,Ezreal,Lux,Aatrox,Ekko,Viktor,Jhin,Pyke
