matchId,gameLength,winningTeam,team1Top,team1Jg,team1Mid,team1Adc,team1Supp,team2Top,team2Jg,team2Mid,team2Adc,team2Supp
NA1_4253358899,1212,200,Jayce,Kayn,Yone,Vayne,Brand,TahmKench,Graves,Kassadin,Twitch,Alistar
NA1_4242803498,1632,200,Shen,XinZhao,Kassadin,Ezreal,Yuumi,Jayce,Nunu,Veigar,Sivir,Brand
NA1_4250129669,2080,100,Fiora,Khazix,Kassadin,Lucian,Pyke,Malphite,LeeSin,Vex,Ezreal,Senna
NA1_4253040162,1803,100,Darius,XinZhao,Ekko,Jinx,Nautilus,Nasus,Udyr,Kayle,Lucian,TwistedFate
NA1_4245518330,1520,200,Camille,Graves,Ahri,Ezreal,Lux,Jax,Ekko,Ivern,Jhin,Sona
NA1_4258587568,2047,100,Sylas,Volibear,Garen,Ezreal,Ashe,Mordekaiser,MasterYi,Velkoz,Jinx,Xerath
NA1_4244654744,1070,100,Garen,Kayn,Diana,Kaisa,Bard,Teemo,LeeSin,Qiyana,MissFortune,Renata
NA1_4255216843,2433,200,Gwen,Poppy,Kaisa,MissFortune,Velkoz,Sion,Shaco,Sylas,Jhin,Zilean
NA1_4250192156,1589,100,Jayce,Nunu,Fizz,Jhin,Senna,Teemo,Viego,Irelia,Jinx,Soraka
NA1_4260350134,1318,200,Ornn,Kayn,Yasuo,Ezreal,Sona,Illaoi,Volibear,Ahri,Twitch,Nami
NA1_4238392366,1446,100,Jax,Singed,Akali,Caitlyn,Karma,Aatrox,Ekko,Yasuo,Ezreal,Zilean
NA1_4244625355,2443,100,Akshan,Kayn,Sylas,Aphelios,Velkoz,Akali,Khazix,Zed,Zeri,Leona
NA1_4242208355,1769,200,Poppy,TahmKench,Corki,Lucian,Senna,Veigar,Evelynn,Lux,Kaisa,Blitzcrank
NA1_4244914129,1478,100,Garen,Lillia,Yasuo,Aphelios,LeeSin,Graves,Vi,Ahri,Zeri,Leona
NA1_4238492512,2463,200,Volibear,Annie,LeeSin,Vayne,Leona,Jax,Kayn,Viktor,Ezreal,Nautilus
NA1_4246565557,1891,100,Darius,Elise,Swain,Vayne,Bard,Trundle,Illaoi,Udyr,Jhin,Braum
NA1_4259922285,1695,100,Teemo,Volibear,Akali,Ezreal,Pyke,Tryndamere,Graves,Kayle,Caitlyn,Zilean
NA1_4245594352,2148,100,Kayle,Graves,Anivia,Xayah,Seraphine,Fiora,Hecarim,Viktor,Ezreal,Kindred
NA1_4256451545,1727,100,Aatrox,Udyr,Viktor,Kaisa,Velkoz,Garen,Diana,Malzahar,Jinx,Malphite
NA1_4255912148,1808,100,Sion,MonkeyKing,Akali,Vayne,Karma,Darius,Nocturne,Zed,Kaisa,Bard
NA1_4258146262,1500,200,Yorick,Sion,Syndra,Samira,Lulu,Fiora,Graves,Vladimir,Jhin,Yuumi
NA1_4252264389,1766,200,Fiora,Nunu,TwistedFate,Kaisa,Nautilus,Sett,Volibear,Kassadin,Ezreal,Swain
NA1_4242279482,1832,200,Teemo,Warwick,Lissandra,Senna,Brand,Jhin,Khazix,Ahri,Garen,Leona
NA1_4259055586,1684,100,Sett,Diana,Yasuo,Ezreal,Soraka,Singed,RekSai,Ahri,Kaisa,Lux
NA1_4258168046,1384,100,Urgot,Hecarim,Orianna,Jinx,Nami,Illaoi,Warwick,Yone,Draven,Zyra
NA1_4260794197,1947,100,Malphite,Zac,Yasuo,MissFortune,Alistar,Gragas,Camille,Veigar,Xayah,Pyke
NA1_4242208076,1212,200,Warwick,Rengar,Viktor,Vayne,Heimerdinger,Trundle,Nidalee,Gangplank,Twitch,Pyke
NA1_4260874696,1523,200,MonkeyKing,Volibear,Zed,Veigar,Pyke,Sion,Nocturne,Ziggs,Xayah,Maokai
NA1_4252988795,2175,200,Teemo,LeeSin,Anivia,Sivir,Blitzcrank,Gragas,Nunu,Fizz,Xayah,Karma
NA1_4247828720,1991,100,MonkeyKing,LeeSin,Brand,Kaisa,Nami,Mordekaiser,Warwick,Lux,Samira,Alistar
NA1_4254352315,1356,200,Kennen,Ekko,Vex,Jhin,Nautilus,Tryndamere,Shyvana,Ahri,Vayne,Anivia
NA1_4243299497,1641,200,Urgot,Nocturne,Sylas,Caitlyn,Poppy,Yasuo,Kindred,Twitch,Xayah,Soraka
NA1_4245473406,2106,100,Camille,Ekko,Galio,Kaisa,Alistar,Urgot,Trundle,Vex,Ezreal,Seraphine
NA1_4250152919,1507,100,Darius,MonkeyKing,Ahri,Zeri,Nautilus,Renekton,Trundle,Viktor,Twitch,JarvanIV
NA1_4244880215,1715,200,Darius,Vex,Karthus,Vayne,Renata,Poppy,Khazix,Lux,Kaisa,Leona
NA1_4241992724,1786,200,Jayce,Viego,Leblanc,Twitch,Lux,Irelia,Nocturne,Kassadin,Tristana,Pantheon
NA1_4250898266,1351,100,Aatrox,Warwick,Brand,Varus,Janna,Garen,Ekko,Lucian,Kaisa,Soraka
NA1_4249831208,2006,200,Darius,Vi,Irelia,Caitlyn,Maokai,Gangplank,Hecarim,Orianna,Lucian,Braum
NA1_4245141236,2334,100,Kayn,Hecarim,Cassiopeia,Jhin,Renata,Volibear,Nidalee,Kaisa,Jinx,Blitzcrank
NA1_4236692417,2442,100,Garen,Fizz,Khazix,Zeri,Neeko,Shen,Rumble,Zed,Twitch,Yuumi
NA1_4253397705,1656,200,Malphite,Zac,Zoe,Samira,Lux,Tryndamere,Talon,Morgana,Jhin,Yuumi
NA1_4236019972,2205,100,Gangplank,Graves,Nasus,Ezreal,Xerath,Gwen,Amumu,Azir,Jinx,Bard
NA1_4244010001,1398,200,MonkeyKing,Zac,Diana,Jhin,Seraphine,Fiora,Volibear,Jayce,Vayne,Sona
NA1_4237352500,1868,200,Camille,Elise,Jayce,Jinx,TahmKench,Yone,JarvanIV,Vladimir,Jhin,Renata
NA1_4253705916,1643,100,Aatrox,LeeSin,Vex,Cassiopeia,Nautilus,Darius,MasterYi,Qiyana,Lucian,Zyra
NA1_4253588957,1467,100,Aatrox,Rengar,Qiyana,Lucian,Nami,Vladimir,Khazix,Lux,Kaisa,Soraka
NA1_4246901218,1226,100,Akali,Warwick,Velkoz,Sivir,Alistar,Yorick,Vi,Ekko,Aphelios,Soraka
NA1_4246685968,1909,100,Akali,XinZhao,Leblanc,Ezreal,Yuumi,AurelionSol,RekSai,Rengar,Vayne,Leona
NA1_4250540080,2203,200,Riven,Kindred,Viktor,Jhin,Xerath,Graves,Rammus,Lissandra,Kaisa,Zyra
NA1_4259971790,1503,100,Aatrox,Volibear,Yone,Jhin,Teemo,Sett,Graves,Zoe,Draven,Yuumi
NA1_4235988958,1672,100,Veigar,Nunu,Katarina,Caitlyn,Renata,Amumu,MasterYi,Akali,Zeri,Shaco
NA1_4256519931,1418,100,Yone,LeeSin,Orianna,Draven,Velkoz,Ornn,Vi,Vex,Jhin,Senna
NA1_4243387476,1982,100,Vayne,Warwick,Fizz,Ashe,Senna,Vladimir,Graves,Zed,Ezreal,Thresh
NA1_4249292247,1232,200,Yorick,Hecarim,Ezreal,Lucian,Xerath,Akali,Vi,Kassadin,Ashe,Lux
NA1_4257189461,1822,100,Sett,Shaco,Blitzcrank,Ezreal,Xerath,Camille,Nidalee,Kaisa,Jinx,Nautilus
NA1_4255806198,2326,100,Akshan,Viego,Lux,Caitlyn,Sona,Garen,Vi,Akali,Zeri,Blitzcrank
NA1_4235564617,1777,100,Vayne,Taliyah,Lissandra,Twitch,Seraphine,Tryndamere,MasterYi,Fizz,Jinx,Sona
NA1_4241577697,1525,100,Quinn,Nunu,Velkoz,Jinx,Lulu,Malzahar,Graves,MonkeyKing,Zeri,Yuumi
NA1_4256037113,1567,200,Garen,XinZhao,Syndra,Kaisa,Lulu,Nasus,Vi,Pyke,Zeri,Sona
NA1_4239840490,2174,100,Mordekaiser,Karthus,Lucian,Jinx,Renata,Malphite,LeeSin,Yasuo,Jhin,Zyra
NA1_4250799509,1899,100,Trundle,Kayn,Akali,Jhin,Xerath,Mordekaiser,FiddleSticks,Lux,MissFortune,Alistar
NA1_4260293484,1618,200,Vayne,Khazix,Corki,Jhin,Soraka,Garen,Diana,Malzahar,Caitlyn,Morgana
NA1_4244691052,1655,100,Nasus,Jax,Vex,Jhin,Senna,Trundle,Volibear,Leblanc,Zeri,Sona
NA1_4243161183,1673,100,Kayle,Shaco,Yone,Ashe,Lux,Ornn,MasterYi,Veigar,Tristana,Morgana
NA1_4252467539,937,100,Kled,Zac,Vladimir,Kaisa,Brand,Kayle,Hecarim,Akshan,Sivir,Blitzcrank
NA1_4236515902,1920,200,Sion,Trundle,Malzahar,Ezreal,Lux,Rengar,MasterYi,Veigar,Aphelios,Seraphine
NA1_4237627575,1804,200,Camille,Nocturne,Syndra,Jinx,Swain,Trundle,Volibear,TwistedFate,Ezreal,Blitzcrank
NA1_4235567695,1470,100,Malphite,Hecarim,Yasuo,MissFortune,Seraphine,Fiora,Elise,Zilean,Jinx,Heimerdinger
NA1_4256095237,2217,200,Garen,Kayn,Sylas,Tristana,Nautilus,Jayce,FiddleSticks,Yone,Zeri,Nami
NA1_4253799291,2141,100,Kled,Vi,Orianna,TwistedFate,Varus,Teemo,Nocturne,Ahri,Jinx,Leona
NA1_4252947879,1463,100,Ornn,Trundle,Lux,Ezreal,Morgana,Jayce,Sejuani,Fizz,Jinx,Renata
NA1_4247833289,739,100,Irelia,Kayn,Seraphine,Xayah,Senna,Nasus,Rengar,Lux,Aphelios,Blitzcrank
NA1_4241662009,1867,200,Trundle,Sion,Kayle,Draven,Nami,Shen,Diana,Sylas,Ezreal,Leona
NA1_4249535060,1544,200,Gangplank,Talon,Yasuo,Jhin,Lux,Sion,Graves,Veigar,Ezreal,Sona
NA1_4236699417,1682,200,Garen,Skarner,Viktor,Ashe,Nautilus,Urgot,JarvanIV,Azir,Zeri,Janna
NA1_4259875720,1616,200,Aatrox,Khazix,Veigar,Ezreal,Morgana,Akshan,Nidalee,Brand,Lucian,Nautilus
NA1_4245787148,1847,200,Trundle,Volibear,Akshan,Jhin,Soraka,Teemo,Warwick,Irelia,Samira,Senna
NA1_4239934703,1482,100,Rengar,Ekko,Riven,Twitch,Pyke,Sion,MasterYi,Zilean,Caitlyn,Lulu
NA1_4251247736,1778,100,Gangplank,Graves,Kaisa,Kalista,Rell,Volibear,LeeSin,Ahri,Jhin,Brand
NA1_4256210569,1484,200,Mordekaiser,Khazix,Kassadin,Caitlyn,Alistar,Sett,Graves,Lucian,Jinx,Teemo
NA1_4254874312,656,100,Shen,XinZhao,Galio,Jhin,Brand,Yorick,RekSai,Syndra,Ezreal,Alistar
NA1_4255419680,903,100,Malphite,Zac,Zed,Vayne,Brand,Jayce,Sejuani,Seraphine,Jhin,Alistar
NA1_4242116143,2039,200,Jayce,Shyvana,Orianna,Kalista,Sett,Pantheon,LeeSin,Ahri,Sivir,Yuumi
NA1_4241578689,1682,200,Mordekaiser,MasterYi,Xerath,Draven,Soraka,Sion,Nunu,Yone,Ziggs,Yuumi
NA1_4247046231,1594,100,Irelia,Kayn,Yasuo,Ziggs,Zilean,Akali,Vi,Lux,Lucian,Morgana
NA1_4255990433,1268,200,Singed,Udyr,Yasuo,Zeri,Nautilus,Urgot,Khazix,Veigar,Jinx,Brand
NA1_4239453471,1932,200,Irelia,Nocturne,Yone,Kaisa,Nautilus,Volibear,Kindred,Ezreal,Vex,Leona
NA1_4249959105,1173,100,Sett,MasterYi,Zoe,Varus,Karma,Aatrox,Rammus,Sion,Ziggs,Nautilus
NA1_4250631548,1470,100,Sion,Diana,Zed,Vayne,Nami,Volibear,Kayn,Lux,Ezreal,Leona
NA1_4242474664,1374,100,Akali,Hecarim,Kayle,Jinx,Lulu,Sion,Shyvana,Yasuo,MissFortune,Yuumi
NA1_4252730465,2709,100,Warwick,LeeSin,Lux,Varus,Blitzcrank,Urgot,MasterYi,Heimerdinger,Zeri,Ahri
NA1_4241163713,2672,100,Fiora,FiddleSticks,Riven,Jhin,Lux,Garen,Evelynn,Viktor,Ashe,Zyra
NA1_4247962921,2347,200,Garen,Volibear,Yasuo,Kaisa,Lux,Gangplank,Ekko,Malphite,Jinx,Lulu
NA1_4254662145,1565,100,Irelia,Kayn,Sylas,Ezreal,Soraka,Mordekaiser,LeeSin,Yasuo,Caitlyn,Morgana
NA1_4241549398,1609,200,Jayce,Graves,Kassadin,Ezreal,Morgana,Garen,Khazix,Nasus,Kaisa,Nautilus
NA1_4249559089,1777,200,Viego,Nunu,Zed,Akshan,Taliyah,Nasus,LeeSin,Katarina,Twitch,Nami
NA1_4257252317,1853,200,Kled,Taliyah,Veigar,Jinx,Lulu,Kennen,Ekko,Zilean,Zeri,Nautilus
NA1_4252541362,1833,200,Teemo,Volibear,Sion,Kalista,Pyke,Kayle,Nocturne,Yasuo,Karthus,Nautilus
NA1_4237553497,2124,100,Garen,MasterYi,Ahri,Ezreal,Brand,Gwen,Amumu,Yone,Jinx,Lux
NA1_4254285006,1086,100,Garen,Poppy,Diana,Zeri,Soraka,Shen,Tryndamere,Kayle,Ashe,Nautilus
NA1_4241786824,2126,100,Akali,Udyr,Irelia,Draven,Velkoz,Volibear,XinZhao,Lux,Jinx,Soraka
NA1_4239199559,1562,200,Jax,Gwen,Qiyana,Jinx,Lulu,Kindred,Udyr,Veigar,Caitlyn,Zyra
NA1_4256150255,1782,200,Mordekaiser,Hecarim,Ornn,Tristana,Zac,Gangplank,Graves,Sylas,Jhin,Janna
NA1_4252703465,1504,200,Yorick,Diana,Vex,Zeri,Brand,Sylas,Kayn,Graves,Caitlyn,Morgana
NA1_4246146332,1765,200,Aatrox,Qiyana,Diana,Twitch,Yuumi,Illaoi,Vi,Fizz,Jinx,Renata
NA1_4252259883,1478,100,Kennen,Viego,Irelia,Draven,Brand,Jayce,Nocturne,Sylas,Zeri,Karma
NA1_4251639009,1959,200,Fiora,Rammus,Irelia,Ezreal,Brand,MasterYi,Amumu,Veigar,Kaisa,Blitzcrank
NA1_4257637062,2030,100,Garen,Shaco,Veigar,Kaisa,Orianna,Rengar,Kindred,Leblanc,Zeri,Yuumi
NA1_4251831164,2135,200,Nasus,Ekko,Lux,Ashe,Maokai,Camille,RekSai,Anivia,Samira,Neeko
NA1_4248422606,2193,200,Graves,MasterYi,Ahri,Xayah,Senna,Trundle,Zac,Annie,Ashe,Thresh
NA1_4247672973,204,200,Kayle,Lillia,Irelia,Caitlyn,Thresh,Akali,MasterYi,Xerath,Zeri,Kayn
NA1_4260609610,1298,200,Fiora,Diana,Malphite,MissFortune,Soraka,Akshan,Hecarim,Irelia,Vayne,Sona
NA1_4237338115,914,200,Mordekaiser,Diana,Zed,Ezreal,Pyke,Renekton,MasterYi,Malphite,Samira,Nautilus
NA1_4251777498,1529,100,Malphite,Rammus,Yasuo,Vayne,Senna,Kled,Kindred,Illaoi,Samira,Brand
NA1_4252491746,1591,100,Mordekaiser,Amumu,Ekko,Jhin,Brand,Jax,Zac,Malzahar,Karthus,Soraka
NA1_4248366368,2285,200,Yorick,Hecarim,Ekko,Jinx,Seraphine,Tryndamere,Udyr,Zilean,Kaisa,Brand
NA1_4238245768,2275,200,Viktor,Graves,Sylas,Ashe,Nami,Volibear,Poppy,Akali,Jinx,Morgana
NA1_4238452917,2046,200,Vladimir,Skarner,Zoe,Xayah,Blitzcrank,Illaoi,Khazix,Kayle,Caitlyn,Soraka
NA1_4240956214,1694,200,Shaco,Evelynn,Zeri,Zed,Twitch,Gragas,MasterYi,Yone,Ezreal,Taliyah
NA1_4244556894,1282,100,Vayne,Hecarim,Viktor,Ezreal,Thresh,Nasus,Warwick,Gwen,Jinx,Braum
NA1_4238912894,1715,200,DrMundo,Hecarim,Kaisa,Twitch,Pyke,Akali,Nocturne,Morgana,Ezreal,Karma
NA1_4239252190,2438,100,Jax,Fizz,Trundle,Jinx,Renata,Nasus,Ekko,Malzahar,Lucian,Nami
NA1_4246975511,1898,100,Garen,Ekko,Yone,Ezreal,Senna,Aatrox,Trundle,Lucian,Twitch,Nautilus
NA1_4251524270,2467,200,Vladimir,Kindred,Neeko,Jinx,Nautilus,Sett,Elise,Anivia,Jhin,Yuumi
NA1_4258156369,1995,100,Fiora,Khazix,Syndra,Jinx,Soraka,Akali,Hecarim,Akshan,Jhin,TahmKench
NA1_4245050901,1433,100,Riven,MonkeyKing,Karma,MissFortune,Velkoz,Nasus,Pantheon,Karthus,Twitch,Yuumi
NA1_4239625842,2946,200,Sett,Diana,Veigar,Jhin,Lux,Sion,Graves,Rumble,Jinx,Zyra
NA1_4251563937,1625,100,Yorick,Garen,Neeko,Ezreal,Zyra,Sion,Vi,Yone,Twitch,Blitzcrank
NA1_4239339733,1499,100,Shen,XinZhao,Yone,Zeri,Velkoz,Riven,MasterYi,Jayce,Jhin,Nami
NA1_4242966200,2343,200,Chogath,Viego,Heimerdinger,Jinx,Bard,Jayce,FiddleSticks,Lux,MissFortune,Blitzcrank
NA1_4252466945,1724,100,Zac,Diana,Irelia,MissFortune,Seraphine,Gangplank,LeeSin,Kayle,Ashe,Senna
NA1_4259370717,2379,100,Pantheon,Nocturne,Viktor,Caitlyn,Morgana,Teemo,Graves,Vex,Lucian,Braum
NA1_4250667018,1471,200,Yorick,Zac,Neeko,MissFortune,Swain,Sett,Ekko,Corki,Caitlyn,Janna
NA1_4255277845,2271,100,MonkeyKing,Zac,Viktor,Jhin,Janna,Urgot,Hecarim,Zilean,Jinx,Brand
NA1_4252167500,1930,100,Urgot,Shaco,Kaisa,Ezreal,Pantheon,Yone,Graves,Katarina,Jhin,Maokai
NA1_4244951938,2195,100,Aatrox,FiddleSticks,Akshan,Zeri,Renata,Pantheon,MasterYi,Zilean,Draven,Diana
NA1_4243156604,2190,100,Chogath,Poppy,Kaisa,Yasuo,Renata,Sejuani,Karthus,Caitlyn,Jinx,Velkoz
NA1_4248390472,617,200,Vi,Yone,Ezreal,Nautilus,Urgot,Rammus,Akali,Caitlyn,Lux,
NA1_4247902015,1504,100,Garen,XinZhao,Kaisa,Yasuo,Sejuani,Jax,Mordekaiser,Leblanc,Lucian,Brand
NA1_4248309777,1794,100,Chogath,Rengar,Lux,Twitch,Lulu,Gangplank,Graves,Sylas,Jhin,Karthus
NA1_4243357937,1831,200,Darius,Trundle,Akali,Tristana,Nautilus,Nasus,Amumu,Leblanc,Twitch,Taric
NA1_4256896067,1812,100,Jayce,FiddleSticks,Malzahar,Caitlyn,Pyke,Illaoi,Ekko,Tristana,Veigar,Ashe
NA1_4244029652,2355,200,Nasus,LeeSin,Veigar,Caitlyn,Pyke,Sett,Viego,Akali,Jinx,Lulu
NA1_4241708149,1932,200,Riven,MasterYi,Zed,Vayne,Soraka,Gangplank,Diana,Yone,Zeri,Zilean
NA1_4255516668,1811,100,Teemo,JarvanIV,Sylas,Ezreal,Rell,Sion,Khazix,Veigar,Jhin,Karma
NA1_4258571629,2518,100,Shen,MasterYi,Malzahar,Vayne,Senna,Garen,Shaco,Akshan,Lucian,Nasus
NA1_4245975349,1898,100,Sion,LeeSin,Yasuo,Kaisa,Braum,Gangplank,Warwick,Fizz,Jinx,Soraka
NA1_4241694531,2259,100,Rengar,Nautilus,Lux,Vayne,Nocturne,Malphite,Diana,Yone,Ezreal,Thresh
NA1_4253225950,1754,200,Graves,Shaco,Ahri,Tristana,Alistar,Vladimir,MonkeyKing,Garen,Caitlyn,Janna
NA1_4234911671,1585,200,Gnar,Volibear,Irelia,Jinx,Pyke,Aatrox,Shaco,Viktor,Zeri,Renata
NA1_4245530790,1971,200,Akshan,Diana,Galio,Twitch,Shaco,Irelia,Graves,Nocturne,MissFortune,Brand
NA1_4241582633,1643,100,Riven,Viego,Sylas,Ezreal,Karma,Fiora,Udyr,Akali,KogMaw,Thresh
NA1_4239641889,1931,100,Kayle,Ivern,Akshan,Ezreal,Velkoz,Sion,Vi,Lux,Aphelios,Senna
NA1_4258229210,1428,100,Yorick,Shyvana,Brand,Jhin,Senna,Mordekaiser,Viego,Yasuo,Zeri,Yuumi
NA1_4260278966,2253,200,Jayce,Shyvana,Fizz,Aphelios,Blitzcrank,Fiora,Amumu,Zed,Veigar,Lux
NA1_4246105611,1703,100,Yorick,Poppy,Viktor,Kaisa,Sona,Yone,Nocturne,Veigar,Ezreal,Karma
NA1_4248829909,1879,100,Gangplank,Amumu,Graves,Jinx,Soraka,Camille,MasterYi,Zed,Ezreal,Renata
NA1_4239427172,1631,100,Akali,Viego,Viktor,Jinx,Alistar,Aatrox,Amumu,Yasuo,Kaisa,Karma
NA1_4258871693,2110,100,Darius,Ivern,Yasuo,Kaisa,Janna,Fiora,Rammus,Sylas,Ashe,Xerath
NA1_4250380294,1382,200,Gwen,Talon,Sion,MissFortune,Nami,Tryndamere,Nidalee,Yone,Varus,Nautilus
NA1_4234984654,1212,200,Akali,Graves,Kassadin,Ezreal,Zilean,Sett,Kayn,Yasuo,Veigar,Ahri
NA1_4241814300,1740,200,Mordekaiser,Zac,Zoe,Kalista,Thresh,Nasus,Viego,Vex,Jhin,Senna
NA1_4249513626,2079,100,Jax,Khazix,Galio,Jinx,Janna,Illaoi,Sejuani,Kayle,Ezreal,Sona
NA1_4247859979,1213,100,Camille,Mordekaiser,Pantheon,Kaisa,Lux,Akali,Sion,Ahri,Jinx,Soraka
NA1_4247092889,1635,100,Riven,Nidalee,Vladimir,Jinx,Leona,Garen,Vi,Taliyah,Varus,Thresh
NA1_4243265634,1265,200,Malphite,Nunu,Yone,Vayne,Nautilus,Darius,Kayn,Kassadin,Lucian,Velkoz
NA1_4235703463,1547,200,Riven,Trundle,Veigar,Lucian,Renata,Kayle,Graves,Malzahar,Ezreal,Yuumi
NA1_4252376319,2230,100,Illaoi,MasterYi,Kaisa,Malzahar,Nautilus,Singed,Kindred,Heimerdinger,Lucian,Lux
NA1_4238974944,2108,200,Garen,Zac,Leblanc,Kaisa,Morgana,Gragas,Rengar,Talon,Ashe,Soraka
NA1_4237665239,1213,200,Camille,Warwick,Mordekaiser,Twitch,Janna,Darius,Nunu,Corki,Vayne,Shaco
NA1_4243695186,1635,100,Volibear,MasterYi,Fizz,Jinx,Renata,Garen,Shyvana,Yone,Vayne,Soraka
NA1_4236002938,1539,100,Aatrox,XinZhao,Zed,Jinx,Brand,Mordekaiser,MasterYi,Leblanc,MissFortune,Pyke
NA1_4249056654,1563,100,Sett,Viego,Rumble,Jhin,Brand,Camille,Poppy,Yasuo,MissFortune,Blitzcrank
NA1_4258343076,1510,100,Nautilus,Nasus,Yasuo,Caitlyn,Zyra,Yone,Kayn,Viktor,Zeri,Janna
NA1_4255799129,1253,200,Malphite,Hecarim,Yasuo,Draven,Karma,Darius,FiddleSticks,Akali,Samira,Rell
NA1_4257798877,1420,200,Kennen,Vi,Yone,Lux,Tristana,Nasus,Viego,Ahri,Ezreal,Yuumi
NA1_4235991046,195,100,Garen,Zac,Ekko,Ezreal,Lulu,Khazix,Veigar,Jhin,Morgana,
NA1_4235610726,2320,100,Jayce,Karthus,Talon,Kaisa,Alistar,Camille,Blitzcrank,Viktor,Ezreal,Khazix
NA1_4258171531,1442,100,Irelia,Zac,Ekko,Jinx,Soraka,Jax,Graves,Syndra,Ashe,Lulu
NA1_4252606183,1334,100,Volibear,Zac,Lissandra,Jhin,Soraka,Tryndamere,Warwick,Viktor,Fizz,Zilean
NA1_4248830267,1246,200,Nasus,LeeSin,Ekko,Sivir,Soraka,Kayle,Rengar,Cassiopeia,Ashe,Blitzcrank
NA1_4253776339,1495,100,LeeSin,Graves,Lux,Ezreal,Alistar,Jax,RekSai,Malzahar,Kaisa,Shen
NA1_4245914430,2397,200,Jax,Vi,Lux,Vayne,Lulu,Nasus,Darius,Yone,Ziggs,Nautilus
NA1_4249595567,2068,200,Sett,Viego,Kaisa,Amumu,Senna,DrMundo,Kayn,Aatrox,Jinx,Seraphine
NA1_4245963800,1648,100,Swain,Lillia,Urgot,Jinx,Brand,Nasus,Nunu,Syndra,Tristana,Xerath
NA1_4253569400,2041,100,Sion,Rammus,Lux,Tristana,Bard,Tryndamere,Nunu,Viktor,Caitlyn,Thresh
NA1_4236384937,1848,200,Trundle,Mordekaiser,Tristana,Caitlyn,Morgana,Illaoi,FiddleSticks,Ahri,Jinx,Renata
NA1_4236901494,2012,200,Sett,FiddleSticks,Neeko,MissFortune,Brand,Nasus,Khazix,Katarina,Vayne,Yuumi
NA1_4251639284,1331,200,Malphite,Udyr,Jayce,Twitch,Yuumi,Sett,Diana,Brand,Zeri,Soraka
NA1_4238384584,1382,100,Irelia,Shaco,Leblanc,Kaisa,Morgana,DrMundo,Nocturne,Lux,Vayne,Lulu
NA1_4250118865,2834,200,Gwen,Poppy,Akshan,Jhin,Xerath,Teemo,Zac,Zed,Jinx,Lux
NA1_4246986849,1753,200,Sett,Khazix,Kassadin,Kaisa,Blitzcrank,Jax,Warwick,Katarina,MissFortune,Lux
NA1_4240422703,1322,100,Garen,Volibear,MasterYi,Jinx,Lux,Gangplank,Khazix,Vex,Samira,Nautilus
NA1_4240595660,1362,200,Nasus,Garen,Sylas,Samira,Thresh,Akali,FiddleSticks,Pantheon,Jhin,Xerath
NA1_4241302197,2052,200,Aatrox,LeeSin,Kassadin,Vayne,Karma,Jayce,Diana,Qiyana,Veigar,Senna
NA1_4242179075,1469,200,Chogath,Kindred,Lux,Zeri,Karma,Camille,Poppy,Veigar,Twitch,Brand
NA1_4246601081,1210,200,Braum,LeeSin,Viktor,Ashe,Lux,Shen,Khazix,Zed,Ezreal,Yuumi
NA1_4259046199,1729,100,Jax,Khazix,Lux,Jhin,Alistar,Jayce,Hecarim,Katarina,Ashe,Akali
NA1_4237306471,1984,200,Nasus,Diana,Veigar,Jinx,Thresh,Urgot,Kayn,Ahri,Jhin,Brand
NA1_4241021203,1989,100,Jayce,Malphite,Viktor,Caitlyn,Leona,Sett,Volibear,Akali,Draven,Yuumi
NA1_4249368708,2208,200,Tryndamere,Zac,Kaisa,Caitlyn,Zilean,Jax,Gragas,Zoe,Lucian,Braum
NA1_4252304976,1874,100,Karma,Nocturne,Ahri,Twitch,Janna,Fiora,JarvanIV,Annie,Brand,Senna
NA1_4258203814,1292,200,Quinn,Shyvana,Galio,Aphelios,Aatrox,Renekton,Amumu,Kassadin,Jinx,Brand
NA1_4236643892,1549,200,Aatrox,Kayn,TwistedFate,Jinx,Zyra,Gangplank,Hecarim,Jayce,Kaisa,Brand
NA1_4241288820,193,200,RekSai,Orianna,Kaisa,Vex,Graves,Kayn,Aatrox,Aphelios,Morgana,
NA1_4252195263,2205,100,Jinx,Chogath,Zoe,Sivir,Renata,Fiora,Viego,Ahri,Caitlyn,Lux
NA1_4234961919,1597,100,Camille,Khazix,Ahri,Ezreal,Pyke,Garen,Warwick,Syndra,Vayne,Lulu
NA1_4246033530,1762,200,Irelia,Rengar,Veigar,Kaisa,Thresh,Teemo,Khazix,Katarina,Varus,Lulu
NA1_4245432652,2305,100,Teemo,Trundle,Akshan,Jinx,Neeko,Darius,Hecarim,Qiyana,Kaisa,Alistar
NA1_4254294236,1522,200,Riven,Shaco,Katarina,Zeri,Karma,Shen,Nidalee,Akali,Vayne,Sona
NA1_4234792479,2019,100,Vladimir,Evelynn,Twitch,MissFortune,Brand,Darius,Elise,Ahri,Vayne,Blitzcrank
NA1_4242220020,2104,200,Sett,Lillia,Lissandra,Twitch,Pyke,Garen,Kaisa,Veigar,Kayn,Lulu
NA1_4245122714,1683,200,Garen,Nautilus,Irelia,Kaisa,Pyke,Jayce,Zac,Annie,Samira,Leona
NA1_4235520175,1525,200,Trundle,LeeSin,TwistedFate,Jinx,Morgana,Aatrox,Viego,Yasuo,Caitlyn,Brand
NA1_4248775622,1553,100,Graves,Warwick,Ahri,Vayne,Renata,Malphite,Hecarim,Vex,Lucian,Pyke
